product_code|qty|payment|price_per_unit|payment_date
SL36200BL|1|65| 65 |2022-03-04 05:24:00
DX-120ST|2|1176| 588 |2022-03-04 02:41:00
PP0101-0003|1|199| 199 |2022-03-04 02:50:00
CC0904-0002|1|140| 140 |2022-03-04 07:44:00
SL36200BL|1|65| 65 |2022-03-04 17:13:00
A0002|3|3000| 1000 |2022-03-04 10:21:00
PP0101-0050|1|113| 113 |2022-03-04 15:36:00
A0403-0011|3|48| 16 |2022-03-04 18:38:00
A0403-0011|2|32| 16 |2022-03-04 10:58:00
PROGEN-L-0012|1|214| 214 |2022-03-04 09:16:00
DX-120ST|1|588| 588 |2022-03-04 02:31:00
SL36200BL|2|130| 65 |2022-03-04 11:53:00
A0403-0014|3|270| 90 |2022-03-04 02:20:00
PP0101-0003|3|597| 199 |2022-03-04 03:32:00
A0403-0014|2|180| 90 |2022-03-04 06:14:00
A0405-0001|3|384| 128 |2022-03-04 08:06:00
CC0904-0002|3|420| 140 |2022-03-04 11:21:00
CC0904-0003|1|87| 87 |2022-03-04 11:57:00
A0405-0002|3|249| 83 |2022-03-04 12:20:00
PP0101-0050|3|339| 113 |2022-03-04 21:22:00
A0405-0003|1|54| 54 |2022-03-04 14:11:00
CC0904-0002|3|420| 140 |2022-03-04 12:13:00
SL36200BL|1|65| 65 |2022-03-04 10:27:00
A0405-0003|2|108| 54 |2022-03-04 14:14:00
PP0101-0003|1|199| 199 |2022-03-04 02:58:00
PROGEN-L-0012|1|214| 214 |2022-03-04 06:30:00
PROGEN-M-0011|3|642| 214 |2022-03-04 03:55:00
A0405-0003|2|108| 54 |2022-03-04 01:20:00
A0403-0011|3|48| 16 |2022-03-04 13:39:00
PP0101-0003|1|199| 199 |2022-03-04 19:16:00
A0403-0014|3|270| 90 |2022-03-04 05:04:00
SL36200BL|1|65| 65 |2022-03-04 07:47:00
A0405-0002|3|249| 83 |2022-03-04 19:16:00
A0002|2|2000| 1000 |2022-03-04 05:55:00
A0403-0014|2|180| 90 |2022-03-04 12:57:00
SL36200BL|2|130| 65 |2022-03-04 03:57:00
CC0904-0003|2|174| 87 |2022-03-04 02:54:00
CC0904-0002|1|140| 140 |2022-03-04 02:29:00
A0403-0012|2|70| 35 |2022-03-04 04:35:00
A0405-0001|2|256| 128 |2022-03-04 01:17:00
DX-120ST|2|1176| 588 |2022-03-04 17:06:00
PROGEN-S-0010|2|428| 214 |2022-03-04 12:02:00
CC0904-0003|2|174| 87 |2022-03-04 21:16:00
PP0101-0003|1|199| 199 |2022-03-04 09:48:00
CC0904-0002|3|420| 140 |2022-03-04 09:48:00
PROGEN-S-0010|2|428| 214 |2022-03-04 14:24:00
PROGEN-M-0011|2|428| 214 |2022-03-04 12:01:00
A0002|3|3000| 1000 |2022-03-04 10:41:00
A0405-0002|3|249| 83 |2022-03-04 08:15:00
PP0101-0050|3|339| 113 |2022-03-04 12:13:00
CC0904-0003|3|261| 87 |2022-03-04 04:41:00
PROGEN-M-0011|1|214| 214 |2022-03-04 21:17:00
PROGEN-S-0010|2|428| 214 |2022-03-04 08:51:00
A0405-0002|2|166| 83 |2022-03-04 01:38:00
A0405-0002|1|83| 83 |2022-03-04 09:02:00
A0403-0013|1|55| 55 |2022-03-04 13:59:00
PROGEN-M-0011|3|642| 214 |2022-03-04 20:45:00
CC0904-0003|1|87| 87 |2022-03-04 16:28:00
CC0904-0002|3|420| 140 |2022-03-04 13:04:00
PROGEN-S-0010|3|642| 214 |2022-03-04 13:05:00
A0403-0014|1|90| 90 |2022-03-04 14:28:00
A0403-0012|2|70| 35 |2022-03-04 09:00:00
SL36200BL|2|130| 65 |2022-03-04 03:05:00
CC0904-0002|2|280| 140 |2022-03-04 09:17:00
PP0101-0003|2|398| 199 |2022-03-04 01:21:00
CC0904-0002|2|280| 140 |2022-03-04 04:14:00
PROGEN-S-0010|3|642| 214 |2022-03-04 12:45:00
A0002|3|3000| 1000 |2022-03-04 04:41:00
A0002|2|2000| 1000 |2022-03-04 12:29:00
CC0904-0002|1|140| 140 |2022-03-04 13:28:00
DX-120ST|2|1176| 588 |2022-03-04 13:07:00
SL36200BL|1|65| 65 |2022-03-04 19:41:00
A0001|3|10500| 3500 |2022-03-04 05:11:00
A0403-0012|2|70| 35 |2022-03-04 03:51:00
SDCZ50|1|126| 126 |2022-03-04 10:50:00
CC0904-0003|1|87| 87 |2022-03-04 14:51:00
A0403-0013|1|55| 55 |2022-03-04 21:10:00
A0405-0002|3|249| 83 |2022-03-04 14:50:00
A0403-0014|2|180| 90 |2022-03-04 19:13:00
PP0101-0003|3|597| 199 |2022-03-04 07:42:00
A0405-0002|1|83| 83 |2022-03-04 14:07:00
DX-120ST|2|1176| 588 |2022-03-04 03:36:00
SL36200BL|2|130| 65 |2022-03-04 11:43:00
PROGEN-S-0010|3|642| 214 |2022-03-04 20:07:00
PDA14S|3|2379| 793 |2022-03-04 07:12:00
PROGEN-L-0012|3|642| 214 |2022-03-04 16:19:00
SDCZ50|3|378| 126 |2022-03-04 04:12:00
A0405-0001|2|256| 128 |2022-03-04 16:17:00
PROGEN-S-0010|2|428| 214 |2022-03-04 08:44:00
PP0101-0003|2|398| 199 |2022-03-04 18:58:00
PROGEN-L-0012|3|642| 214 |2022-03-04 18:21:00
PP0101-0050|2|226| 113 |2022-03-04 09:50:00
SDCZ50|3|378| 126 |2022-03-04 07:15:00
A0405-0003|1|54| 54 |2022-03-04 15:53:00
A0002|2|2000| 1000 |2022-03-04 03:54:00
PROGEN-M-0011|1|214| 214 |2022-03-04 17:59:00
CC0904-0003|3|261| 87 |2022-03-04 13:50:00
PROGEN-M-0011|3|642| 214 |2022-03-04 12:27:00
A0403-0011|3|48| 16 |2022-03-04 11:02:00
A0403-0013|3|165| 55 |2022-03-04 17:09:00
PDA14S|3|2379| 793 |2022-03-04 15:11:00
SL36200BL|1|65| 65 |2022-03-04 10:28:00
PDA14S|1|793| 793 |2022-03-04 09:39:00
PROGEN-S-0010|3|642| 214 |2022-03-04 05:56:00
SL36200BL|1|65| 65 |2022-03-04 18:58:00
SL36200BL|1|65| 65 |2022-03-04 01:28:00
DX-120ST|2|1176| 588 |2022-03-04 08:43:00
A0403-0013|2|110| 55 |2022-03-04 04:42:00
A0002|2|2000| 1000 |2022-03-04 05:19:00
A0405-0002|2|166| 83 |2022-03-04 05:55:00
A0405-0001|3|384| 128 |2022-03-04 20:10:00
PROGEN-L-0012|3|642| 214 |2022-03-04 06:00:00
A0403-0011|2|32| 16 |2022-03-04 15:30:00
PDA14S|1|793| 793 |2022-03-04 12:52:00
A0403-0013|3|165| 55 |2022-03-04 05:52:00
SL36200BL|1|65| 65 |2022-03-04 21:49:00
A0403-0014|1|90| 90 |2022-03-04 17:55:00
A0405-0003|2|108| 54 |2022-03-04 21:28:00
