product_code|qty|payment|price_per_unit|payment_date
DX-120ST|2|1176| 588 |2022-03-05 21:50:00
SL36200BL|1|65| 65 |2022-03-05 12:01:00
SL36200BL|1|65| 65 |2022-03-05 04:32:00
PP0101-0050|2|226| 113 |2022-03-05 01:04:00
PP0101-0003|1|199| 199 |2022-03-05 20:11:00
PDA14S|2|1586| 793 |2022-03-05 01:27:00
PDA14S|3|2379| 793 |2022-03-05 12:38:00
CC0904-0003|3|261| 87 |2022-03-05 21:05:00
CC0904-0003|3|261| 87 |2022-03-05 09:33:00
PDA14S|1|793| 793 |2022-03-05 06:32:00
PP0101-0003|3|597| 199 |2022-03-05 02:28:00
A0405-0001|1|128| 128 |2022-03-05 02:54:00
A0405-0003|1|54| 54 |2022-03-05 04:19:00
PROGEN-L-0012|2|428| 214 |2022-03-05 16:23:00
PDA14S|1|793| 793 |2022-03-05 10:05:00
CC0904-0002|1|140| 140 |2022-03-05 21:23:00
A0403-0013|2|110| 55 |2022-03-05 09:46:00
CC0904-0002|2|280| 140 |2022-03-05 09:10:00
SDCZ50|3|378| 126 |2022-03-05 14:17:00
A0403-0014|3|270| 90 |2022-03-05 13:07:00
A0405-0003|1|54| 54 |2022-03-05 08:41:00
DX-120ST|3|1764| 588 |2022-03-05 20:50:00
PP0101-0050|1|113| 113 |2022-03-05 10:23:00
SDCZ50|1|126| 126 |2022-03-05 02:12:00
A0405-0003|2|108| 54 |2022-03-05 09:07:00
DX-120ST|1|588| 588 |2022-03-05 04:29:00
A0403-0012|2|70| 35 |2022-03-05 16:21:00
CC0904-0003|3|261| 87 |2022-03-05 11:15:00
A0405-0002|3|249| 83 |2022-03-05 21:49:00
PROGEN-S-0010|1|214| 214 |2022-03-05 05:27:00
CC0904-0002|2|280| 140 |2022-03-05 18:36:00
CC0904-0002|2|280| 140 |2022-03-05 10:17:00
A0405-0002|3|249| 83 |2022-03-05 16:21:00
PP0101-0050|1|113| 113 |2022-03-05 02:33:00
PP0101-0003|2|398| 199 |2022-03-05 11:31:00
PROGEN-L-0012|1|214| 214 |2022-03-05 08:23:00
PP0101-0003|2|398| 199 |2022-03-05 03:52:00
A0405-0003|3|162| 54 |2022-03-05 02:18:00
SL36200BL|3|195| 65 |2022-03-05 18:14:00
A0403-0013|2|110| 55 |2022-03-05 10:57:00
CC0904-0003|1|87| 87 |2022-03-05 08:10:00
CC0904-0003|2|174| 87 |2022-03-05 17:11:00
PROGEN-S-0010|2|428| 214 |2022-03-05 02:54:00
PP0101-0050|1|113| 113 |2022-03-05 21:03:00
A0403-0011|2|32| 16 |2022-03-05 04:54:00
DX-120ST|1|588| 588 |2022-03-05 18:03:00
A0403-0014|2|180| 90 |2022-03-05 06:08:00
A0405-0001|1|128| 128 |2022-03-05 17:28:00
PP0101-0003|1|199| 199 |2022-03-05 07:22:00
SL36200BL|2|130| 65 |2022-03-05 05:47:00
CC0904-0003|2|174| 87 |2022-03-05 14:09:00
PP0101-0003|3|597| 199 |2022-03-05 15:56:00
PDA14S|2|1586| 793 |2022-03-05 01:18:00
A0403-0013|2|110| 55 |2022-03-05 12:41:00
A0403-0012|1|35| 35 |2022-03-05 03:31:00
A0405-0002|1|83| 83 |2022-03-05 19:53:00
DX-120ST|3|1764| 588 |2022-03-05 06:16:00
A0405-0002|2|166| 83 |2022-03-05 13:17:00
A0403-0012|2|70| 35 |2022-03-05 08:42:00
A0405-0002|3|249| 83 |2022-03-05 21:05:00
PROGEN-S-0010|1|214| 214 |2022-03-05 09:24:00
DX-120ST|2|1176| 588 |2022-03-05 04:12:00
CC0904-0003|3|261| 87 |2022-03-05 20:50:00
A0403-0014|3|270| 90 |2022-03-05 07:27:00
A0002|2|2000| 1000 |2022-03-05 21:55:00
CC0904-0003|3|261| 87 |2022-03-05 17:01:00
PROGEN-S-0010|1|214| 214 |2022-03-05 20:46:00
A0403-0012|2|70| 35 |2022-03-05 11:01:00
A0403-0012|1|35| 35 |2022-03-05 13:35:00
PROGEN-M-0011|2|428| 214 |2022-03-05 08:53:00
PP0101-0003|1|199| 199 |2022-03-05 12:37:00
CC0904-0002|1|140| 140 |2022-03-05 17:08:00
CC0904-0003|3|261| 87 |2022-03-05 05:30:00
CC0904-0003|2|174| 87 |2022-03-05 14:37:00
PP0101-0050|1|113| 113 |2022-03-05 08:08:00
DX-120ST|2|1176| 588 |2022-03-05 05:37:00
A0405-0001|2|256| 128 |2022-03-05 11:27:00
A0002|3|3000| 1000 |2022-03-05 12:04:00
CC0904-0003|3|261| 87 |2022-03-05 20:15:00
A0403-0012|1|35| 35 |2022-03-05 16:48:00
A0405-0003|3|162| 54 |2022-03-05 03:52:00
A0403-0014|3|270| 90 |2022-03-05 20:11:00
A0403-0011|2|32| 16 |2022-03-05 02:59:00
A0001|3|10500| 3500 |2022-03-05 13:06:00
PROGEN-M-0011|2|428| 214 |2022-03-05 19:00:00
PROGEN-M-0011|3|642| 214 |2022-03-05 16:41:00
PROGEN-M-0011|2|428| 214 |2022-03-05 16:01:00
A0001|3|10500| 3500 |2022-03-05 07:56:00
CC0904-0002|1|140| 140 |2022-03-05 19:13:00
PROGEN-M-0011|2|428| 214 |2022-03-05 18:32:00
A0403-0014|1|90| 90 |2022-03-05 19:09:00
A0403-0011|2|32| 16 |2022-03-05 18:30:00
A0002|3|3000| 1000 |2022-03-05 03:48:00
A0405-0003|2|108| 54 |2022-03-05 14:26:00
PP0101-0050|1|113| 113 |2022-03-05 14:16:00
PP0101-0003|1|199| 199 |2022-03-05 06:07:00
A0405-0002|2|166| 83 |2022-03-05 03:23:00
CC0904-0002|2|280| 140 |2022-03-05 17:35:00
A0403-0012|2|70| 35 |2022-03-05 04:03:00
A0403-0012|1|35| 35 |2022-03-05 03:09:00
PP0101-0003|3|597| 199 |2022-03-05 04:04:00
A0403-0014|3|270| 90 |2022-03-05 06:05:00
PP0101-0050|2|226| 113 |2022-03-05 04:41:00
PROGEN-L-0012|2|428| 214 |2022-03-05 09:19:00
PROGEN-M-0011|3|642| 214 |2022-03-05 07:28:00
PP0101-0003|2|398| 199 |2022-03-05 15:49:00
A0001|3|10500| 3500 |2022-03-05 19:55:00
DX-120ST|1|588| 588 |2022-03-05 18:13:00
SL36200BL|3|195| 65 |2022-03-05 08:32:00
PROGEN-M-0011|3|642| 214 |2022-03-05 21:07:00
PROGEN-S-0010|2|428| 214 |2022-03-05 16:08:00
A0403-0011|1|16| 16 |2022-03-05 19:30:00
SL36200BL|2|130| 65 |2022-03-05 11:10:00
SDCZ50|2|252| 126 |2022-03-05 15:37:00
SDCZ50|1|126| 126 |2022-03-05 01:48:00
A0403-0013|3|165| 55 |2022-03-05 02:37:00
SDCZ50|2|252| 126 |2022-03-05 17:20:00
CC0904-0002|2|280| 140 |2022-03-05 13:21:00
DX-120ST|1|588| 588 |2022-03-05 18:29:00
PROGEN-M-0011|2|428| 214 |2022-03-05 01:47:00
A0403-0014|2|180| 90 |2022-03-05 06:55:00
A0405-0003|2|108| 54 |2022-03-05 04:10:00
A0403-0011|3|48| 16 |2022-03-05 04:50:00
A0405-0001|3|384| 128 |2022-03-05 03:02:00
A0002|3|3000| 1000 |2022-03-05 21:10:00
A0403-0012|1|35| 35 |2022-03-05 20:09:00
A0403-0013|2|110| 55 |2022-03-05 03:18:00
A0403-0012|1|35| 35 |2022-03-05 05:36:00
SDCZ50|2|252| 126 |2022-03-05 01:31:00
PDA14S|1|793| 793 |2022-03-05 04:25:00
A0403-0013|1|55| 55 |2022-03-05 11:10:00
SL36200BL|1|65| 65 |2022-03-05 16:04:00
SL36200BL|2|130| 65 |2022-03-05 04:17:00
SDCZ50|1|126| 126 |2022-03-05 06:39:00
A0403-0011|3|48| 16 |2022-03-05 07:40:00
CC0904-0002|1|140| 140 |2022-03-05 08:46:00
CC0904-0003|1|87| 87 |2022-03-05 21:40:00
SL36200BL|1|65| 65 |2022-03-05 05:35:00
A0403-0011|3|48| 16 |2022-03-05 10:49:00
A0001|3|10500| 3500 |2022-03-05 19:23:00
CC0904-0002|1|140| 140 |2022-03-05 20:36:00
A0001|3|10500| 3500 |2022-03-05 02:05:00
CC0904-0002|1|140| 140 |2022-03-05 16:59:00
SL36200BL|1|65| 65 |2022-03-05 02:29:00
DX-120ST|3|1764| 588 |2022-03-05 21:49:00
PROGEN-S-0010|1|214| 214 |2022-03-05 08:29:00
A0405-0003|1|54| 54 |2022-03-05 11:35:00
PROGEN-L-0012|3|642| 214 |2022-03-05 03:09:00
A0403-0014|1|90| 90 |2022-03-05 02:56:00
A0001|2|7000| 3500 |2022-03-05 13:20:00
PROGEN-M-0011|3|642| 214 |2022-03-05 02:42:00
A0403-0012|3|105| 35 |2022-03-05 13:40:00
A0001|2|7000| 3500 |2022-03-05 19:36:00
PP0101-0050|3|339| 113 |2022-03-05 17:05:00
A0002|1|1000| 1000 |2022-03-05 02:56:00
SL36200BL|1|65| 65 |2022-03-05 09:54:00
DX-120ST|1|588| 588 |2022-03-05 16:48:00
PROGEN-S-0010|2|428| 214 |2022-03-05 13:53:00
SDCZ50|3|378| 126 |2022-03-05 13:37:00
CC0904-0002|2|280| 140 |2022-03-05 07:25:00
A0403-0014|2|180| 90 |2022-03-05 20:14:00
SDCZ50|2|252| 126 |2022-03-05 21:09:00
A0405-0001|3|384| 128 |2022-03-05 10:22:00
A0001|1|3500| 3500 |2022-03-05 03:04:00
PP0101-0050|2|226| 113 |2022-03-05 10:06:00
A0403-0013|1|55| 55 |2022-03-05 18:37:00
PROGEN-S-0010|3|642| 214 |2022-03-05 15:49:00
PROGEN-M-0011|2|428| 214 |2022-03-05 20:26:00
A0403-0012|3|105| 35 |2022-03-05 18:53:00
A0002|2|2000| 1000 |2022-03-05 05:30:00
DX-120ST|2|1176| 588 |2022-03-05 06:59:00
SL36200BL|3|195| 65 |2022-03-05 10:23:00
A0405-0001|2|256| 128 |2022-03-05 15:28:00
SDCZ50|2|252| 126 |2022-03-05 08:56:00
DX-120ST|2|1176| 588 |2022-03-05 04:39:00
A0002|1|1000| 1000 |2022-03-05 03:34:00
SDCZ50|2|252| 126 |2022-03-05 11:09:00
PP0101-0003|3|597| 199 |2022-03-05 10:44:00
A0001|3|10500| 3500 |2022-03-05 07:55:00
A0405-0002|1|83| 83 |2022-03-05 07:58:00
A0405-0002|2|166| 83 |2022-03-05 10:47:00
A0002|3|3000| 1000 |2022-03-05 21:50:00
PP0101-0050|3|339| 113 |2022-03-05 07:39:00
CC0904-0003|3|261| 87 |2022-03-05 05:05:00
PROGEN-S-0010|3|642| 214 |2022-03-05 09:20:00
PDA14S|1|793| 793 |2022-03-05 03:22:00
A0405-0002|3|249| 83 |2022-03-05 08:18:00
PROGEN-M-0011|2|428| 214 |2022-03-05 01:02:00
A0403-0013|2|110| 55 |2022-03-05 15:07:00
CC0904-0003|3|261| 87 |2022-03-05 18:11:00
A0403-0011|3|48| 16 |2022-03-05 20:37:00
A0403-0013|2|110| 55 |2022-03-05 12:53:00
DX-120ST|1|588| 588 |2022-03-05 10:56:00
A0405-0001|1|128| 128 |2022-03-05 09:04:00
PROGEN-M-0011|3|642| 214 |2022-03-05 21:24:00
PDA14S|3|2379| 793 |2022-03-05 11:32:00
A0001|3|10500| 3500 |2022-03-05 09:02:00
