product_code|qty|payment|price_per_unit|payment_date
PROGEN-M-0011|1|214| 214 |2022-01-08 21:41:00
A0405-0002|1|83| 83 |2022-01-08 01:51:00
PDA14S|2|1586| 793 |2022-01-08 05:22:00
A0001|2|7000| 3500 |2022-01-08 17:03:00
A0403-0013|2|110| 55 |2022-01-08 03:13:00
A0405-0002|2|166| 83 |2022-01-08 02:46:00
CC0904-0002|1|140| 140 |2022-01-08 05:32:00
A0403-0012|1|35| 35 |2022-01-08 12:39:00
A0403-0012|2|70| 35 |2022-01-08 02:42:00
PP0101-0003|3|597| 199 |2022-01-08 16:10:00
A0403-0011|3|48| 16 |2022-01-08 18:16:00
PP0101-0003|3|597| 199 |2022-01-08 02:03:00
PROGEN-M-0011|1|214| 214 |2022-01-08 11:16:00
A0403-0012|2|70| 35 |2022-01-08 18:16:00
A0405-0003|2|108| 54 |2022-01-08 19:46:00
DX-120ST|1|588| 588 |2022-01-08 05:49:00
A0405-0003|3|162| 54 |2022-01-08 16:22:00
CC0904-0002|2|280| 140 |2022-01-08 15:09:00
PDA14S|1|793| 793 |2022-01-08 08:50:00
A0001|3|10500| 3500 |2022-01-08 21:30:00
PROGEN-L-0012|1|214| 214 |2022-01-08 12:16:00
A0001|2|7000| 3500 |2022-01-08 02:11:00
A0403-0011|1|16| 16 |2022-01-08 19:44:00
A0002|2|2000| 1000 |2022-01-08 03:55:00
A0403-0012|1|35| 35 |2022-01-08 14:23:00
SDCZ50|1|126| 126 |2022-01-08 13:38:00
PP0101-0050|1|113| 113 |2022-01-08 10:20:00
A0405-0003|1|54| 54 |2022-01-08 10:50:00
PDA14S|3|2379| 793 |2022-01-08 20:55:00
PP0101-0003|3|597| 199 |2022-01-08 17:31:00
PP0101-0003|2|398| 199 |2022-01-08 04:58:00
PROGEN-S-0010|1|214| 214 |2022-01-08 13:49:00
CC0904-0002|3|420| 140 |2022-01-08 17:56:00
A0405-0003|3|162| 54 |2022-01-08 15:01:00
A0405-0002|1|83| 83 |2022-01-08 06:13:00
A0403-0013|1|55| 55 |2022-01-08 14:56:00
A0405-0003|1|54| 54 |2022-01-08 21:02:00
CC0904-0003|1|87| 87 |2022-01-08 20:42:00
PP0101-0003|2|398| 199 |2022-01-08 13:41:00
A0403-0014|3|270| 90 |2022-01-08 04:14:00
A0405-0002|3|249| 83 |2022-01-08 04:40:00
A0405-0002|3|249| 83 |2022-01-08 14:25:00
PP0101-0003|1|199| 199 |2022-01-08 21:41:00
CC0904-0003|2|174| 87 |2022-01-08 16:57:00
SDCZ50|3|378| 126 |2022-01-08 21:29:00
PROGEN-M-0011|1|214| 214 |2022-01-08 02:28:00
CC0904-0003|3|261| 87 |2022-01-08 12:57:00
PROGEN-L-0012|3|642| 214 |2022-01-08 14:10:00
A0403-0011|1|16| 16 |2022-01-08 08:53:00
A0405-0003|2|108| 54 |2022-01-08 02:39:00
A0001|1|3500| 3500 |2022-01-08 19:26:00
CC0904-0003|1|87| 87 |2022-01-08 07:33:00
DX-120ST|2|1176| 588 |2022-01-08 14:58:00
