product_code|qty|payment|price_per_unit|payment_date
DX-120ST|3|1764| 588 |2022-03-08 06:25:00
PDA14S|1|793| 793 |2022-03-08 01:36:00
PDA14S|1|793| 793 |2022-03-08 06:43:00
PROGEN-M-0011|3|642| 214 |2022-03-08 14:47:00
A0405-0003|1|54| 54 |2022-03-08 19:12:00
A0405-0003|2|108| 54 |2022-03-08 10:28:00
A0002|3|3000| 1000 |2022-03-08 03:20:00
SDCZ50|2|252| 126 |2022-03-08 15:38:00
PDA14S|2|1586| 793 |2022-03-08 10:58:00
A0405-0002|1|83| 83 |2022-03-08 21:21:00
PP0101-0050|2|226| 113 |2022-03-08 04:02:00
PROGEN-L-0012|2|428| 214 |2022-03-08 07:13:00
A0001|3|10500| 3500 |2022-03-08 10:38:00
A0001|2|7000| 3500 |2022-03-08 03:40:00
A0403-0011|3|48| 16 |2022-03-08 18:21:00
A0405-0001|3|384| 128 |2022-03-08 12:20:00
DX-120ST|2|1176| 588 |2022-03-08 12:02:00
SL36200BL|1|65| 65 |2022-03-08 20:16:00
A0405-0001|2|256| 128 |2022-03-08 08:10:00
A0403-0012|3|105| 35 |2022-03-08 09:31:00
A0405-0002|1|83| 83 |2022-03-08 21:39:00
A0403-0012|3|105| 35 |2022-03-08 09:16:00
DX-120ST|2|1176| 588 |2022-03-08 20:34:00
PROGEN-S-0010|1|214| 214 |2022-03-08 02:21:00
A0405-0003|3|162| 54 |2022-03-08 12:00:00
A0002|2|2000| 1000 |2022-03-08 14:38:00
A0403-0014|3|270| 90 |2022-03-08 21:37:00
A0403-0014|3|270| 90 |2022-03-08 19:36:00
A0002|3|3000| 1000 |2022-03-08 04:23:00
A0403-0014|2|180| 90 |2022-03-08 05:42:00
A0405-0002|3|249| 83 |2022-03-08 02:54:00
SDCZ50|3|378| 126 |2022-03-08 13:43:00
A0403-0011|1|16| 16 |2022-03-08 11:02:00
DX-120ST|1|588| 588 |2022-03-08 20:53:00
A0403-0014|3|270| 90 |2022-03-08 13:52:00
A0403-0012|3|105| 35 |2022-03-08 17:17:00
PP0101-0003|1|199| 199 |2022-03-08 02:16:00
A0403-0012|3|105| 35 |2022-03-08 13:12:00
A0405-0003|1|54| 54 |2022-03-08 04:56:00
CC0904-0002|2|280| 140 |2022-03-08 15:13:00
A0403-0011|1|16| 16 |2022-03-08 05:04:00
A0403-0014|2|180| 90 |2022-03-08 20:06:00
A0405-0001|2|256| 128 |2022-03-08 02:43:00
PP0101-0003|2|398| 199 |2022-03-08 20:24:00
A0002|1|1000| 1000 |2022-03-08 09:58:00
A0001|1|3500| 3500 |2022-03-08 07:48:00
A0405-0002|3|249| 83 |2022-03-08 20:49:00
PP0101-0003|1|199| 199 |2022-03-08 04:44:00
PROGEN-S-0010|1|214| 214 |2022-03-08 11:14:00
SL36200BL|3|195| 65 |2022-03-08 02:45:00
A0403-0011|2|32| 16 |2022-03-08 15:02:00
A0002|3|3000| 1000 |2022-03-08 21:26:00
A0403-0014|3|270| 90 |2022-03-08 14:34:00
A0403-0011|2|32| 16 |2022-03-08 16:53:00
A0403-0012|2|70| 35 |2022-03-08 04:47:00
A0403-0012|3|105| 35 |2022-03-08 09:11:00
SL36200BL|2|130| 65 |2022-03-08 14:49:00
A0403-0013|2|110| 55 |2022-03-08 10:11:00
SL36200BL|3|195| 65 |2022-03-08 11:23:00
A0405-0002|2|166| 83 |2022-03-08 14:03:00
A0403-0013|2|110| 55 |2022-03-08 12:10:00
PROGEN-S-0010|1|214| 214 |2022-03-08 21:33:00
CC0904-0003|2|174| 87 |2022-03-08 15:28:00
DX-120ST|3|1764| 588 |2022-03-08 20:18:00
A0403-0011|2|32| 16 |2022-03-08 21:36:00
A0405-0002|3|249| 83 |2022-03-08 07:22:00
PROGEN-L-0012|1|214| 214 |2022-03-08 02:26:00
PROGEN-S-0010|1|214| 214 |2022-03-08 18:30:00
A0403-0013|1|55| 55 |2022-03-08 13:26:00
SDCZ50|2|252| 126 |2022-03-08 21:14:00
PROGEN-L-0012|1|214| 214 |2022-03-08 01:41:00
PP0101-0003|1|199| 199 |2022-03-08 10:59:00
A0403-0013|3|165| 55 |2022-03-08 20:46:00
A0403-0014|3|270| 90 |2022-03-08 02:05:00
A0403-0014|3|270| 90 |2022-03-08 01:28:00
A0403-0011|2|32| 16 |2022-03-08 02:50:00
A0002|3|3000| 1000 |2022-03-08 06:57:00
A0405-0002|2|166| 83 |2022-03-08 17:14:00
A0403-0012|2|70| 35 |2022-03-08 05:32:00
PDA14S|2|1586| 793 |2022-03-08 15:54:00
CC0904-0003|1|87| 87 |2022-03-08 09:15:00
PP0101-0003|2|398| 199 |2022-03-08 12:40:00
A0405-0002|3|249| 83 |2022-03-08 08:52:00
PDA14S|1|793| 793 |2022-03-08 21:22:00
PROGEN-S-0010|2|428| 214 |2022-03-08 19:11:00
A0403-0014|1|90| 90 |2022-03-08 19:04:00
A0001|1|3500| 3500 |2022-03-08 13:41:00
A0403-0012|3|105| 35 |2022-03-08 13:39:00
A0403-0012|2|70| 35 |2022-03-08 17:21:00
A0001|3|10500| 3500 |2022-03-08 09:05:00
PROGEN-L-0012|3|642| 214 |2022-03-08 16:24:00
CC0904-0002|1|140| 140 |2022-03-08 10:36:00
DX-120ST|3|1764| 588 |2022-03-08 19:38:00
SDCZ50|1|126| 126 |2022-03-08 20:14:00
SL36200BL|2|130| 65 |2022-03-08 18:41:00
A0403-0011|2|32| 16 |2022-03-08 16:39:00
CC0904-0002|3|420| 140 |2022-03-08 14:14:00
