product_code|qty|payment|price_per_unit|payment_date
DX-120ST|1|588| 588 |2022-01-03 12:12:00
PDA14S|3|2379| 793 |2022-01-03 03:27:00
PROGEN-S-0010|1|214| 214 |2022-01-03 17:05:00
A0403-0013|2|110| 55 |2022-01-03 19:19:00
A0403-0011|1|16| 16 |2022-01-03 12:04:00
A0405-0002|1|83| 83 |2022-01-03 10:16:00
PROGEN-L-0012|1|214| 214 |2022-01-03 02:10:00
A0403-0012|3|105| 35 |2022-01-03 03:15:00
A0403-0014|1|90| 90 |2022-01-03 21:41:00
CC0904-0002|2|280| 140 |2022-01-03 16:12:00
PDA14S|1|793| 793 |2022-01-03 06:35:00
A0405-0003|1|54| 54 |2022-01-03 10:56:00
DX-120ST|2|1176| 588 |2022-01-03 18:54:00
PROGEN-S-0010|2|428| 214 |2022-01-03 09:44:00
A0002|2|2000| 1000 |2022-01-03 18:50:00
SDCZ50|1|126| 126 |2022-01-03 07:13:00
A0405-0003|2|108| 54 |2022-01-03 20:37:00
A0002|2|2000| 1000 |2022-01-03 19:22:00
PROGEN-L-0012|3|642| 214 |2022-01-03 16:56:00
A0403-0014|1|90| 90 |2022-01-03 14:23:00
SDCZ50|3|378| 126 |2022-01-03 13:02:00
A0002|3|3000| 1000 |2022-01-03 15:10:00
PP0101-0003|2|398| 199 |2022-01-03 10:59:00
SDCZ50|3|378| 126 |2022-01-03 06:52:00
A0001|3|10500| 3500 |2022-01-03 16:09:00
PROGEN-S-0010|2|428| 214 |2022-01-03 05:42:00
PP0101-0003|2|398| 199 |2022-01-03 03:09:00
A0405-0001|1|128| 128 |2022-01-03 10:07:00
A0405-0002|2|166| 83 |2022-01-03 13:17:00
SDCZ50|2|252| 126 |2022-01-03 20:08:00
A0001|2|7000| 3500 |2022-01-03 21:32:00
SL36200BL|1|65| 65 |2022-01-03 14:07:00
A0002|3|3000| 1000 |2022-01-03 16:38:00
CC0904-0002|2|280| 140 |2022-01-03 19:45:00
PROGEN-L-0012|3|642| 214 |2022-01-03 21:54:00
A0403-0012|1|35| 35 |2022-01-03 13:06:00
A0405-0003|2|108| 54 |2022-01-03 14:16:00
CC0904-0002|2|280| 140 |2022-01-03 06:34:00
A0001|3|10500| 3500 |2022-01-03 18:56:00
A0405-0003|1|54| 54 |2022-01-03 10:24:00
A0405-0001|3|384| 128 |2022-01-03 12:30:00
PDA14S|3|2379| 793 |2022-01-03 13:39:00
A0405-0001|1|128| 128 |2022-01-03 06:52:00
PDA14S|3|2379| 793 |2022-01-03 10:18:00
PROGEN-S-0010|3|642| 214 |2022-01-03 09:37:00
DX-120ST|2|1176| 588 |2022-01-03 10:53:00
PP0101-0003|3|597| 199 |2022-01-03 04:46:00
PROGEN-L-0012|2|428| 214 |2022-01-03 17:15:00
PP0101-0003|3|597| 199 |2022-01-03 10:26:00
A0403-0014|3|270| 90 |2022-01-03 08:18:00
PDA14S|1|793| 793 |2022-01-03 12:58:00
CC0904-0002|3|420| 140 |2022-01-03 05:25:00
DX-120ST|1|588| 588 |2022-01-03 16:39:00
PP0101-0003|3|597| 199 |2022-01-03 20:00:00
A0405-0003|3|162| 54 |2022-01-03 09:00:00
A0403-0012|2|70| 35 |2022-01-03 08:08:00
A0405-0002|1|83| 83 |2022-01-03 19:03:00
DX-120ST|1|588| 588 |2022-01-03 19:22:00
PP0101-0003|2|398| 199 |2022-01-03 08:36:00
A0002|3|3000| 1000 |2022-01-03 08:49:00
A0403-0014|1|90| 90 |2022-01-03 05:08:00
A0403-0013|2|110| 55 |2022-01-03 19:17:00
SDCZ50|3|378| 126 |2022-01-03 13:21:00
A0403-0014|2|180| 90 |2022-01-03 04:10:00
PROGEN-S-0010|2|428| 214 |2022-01-03 13:54:00
A0403-0012|2|70| 35 |2022-01-03 05:30:00
DX-120ST|2|1176| 588 |2022-01-03 08:36:00
PROGEN-L-0012|2|428| 214 |2022-01-03 19:09:00
A0405-0003|2|108| 54 |2022-01-03 05:50:00
PDA14S|1|793| 793 |2022-01-03 18:18:00
A0405-0002|3|249| 83 |2022-01-03 17:33:00
PROGEN-S-0010|2|428| 214 |2022-01-03 16:51:00
A0002|2|2000| 1000 |2022-01-03 21:09:00
A0403-0011|2|32| 16 |2022-01-03 17:24:00
A0001|3|10500| 3500 |2022-01-03 10:31:00
A0405-0001|2|256| 128 |2022-01-03 13:43:00
CC0904-0002|2|280| 140 |2022-01-03 16:49:00
SDCZ50|1|126| 126 |2022-01-03 09:59:00
SL36200BL|2|130| 65 |2022-01-03 12:04:00
SL36200BL|1|65| 65 |2022-01-03 14:46:00
PP0101-0050|1|113| 113 |2022-01-03 01:59:00
CC0904-0002|1|140| 140 |2022-01-03 14:02:00
CC0904-0002|3|420| 140 |2022-01-03 12:09:00
A0403-0011|2|32| 16 |2022-01-03 11:23:00
PP0101-0050|1|113| 113 |2022-01-03 08:55:00
A0002|1|1000| 1000 |2022-01-03 13:06:00
A0405-0002|2|166| 83 |2022-01-03 09:29:00
A0002|3|3000| 1000 |2022-01-03 08:58:00
DX-120ST|2|1176| 588 |2022-01-03 06:56:00
PP0101-0050|1|113| 113 |2022-01-03 05:52:00
PDA14S|3|2379| 793 |2022-01-03 18:37:00
A0403-0014|1|90| 90 |2022-01-03 12:11:00
A0001|2|7000| 3500 |2022-01-03 20:55:00
A0403-0011|1|16| 16 |2022-01-03 21:40:00
PP0101-0003|2|398| 199 |2022-01-03 21:41:00
A0403-0013|2|110| 55 |2022-01-03 09:14:00
SL36200BL|1|65| 65 |2022-01-03 19:43:00
PROGEN-M-0011|3|642| 214 |2022-01-03 17:50:00
A0405-0003|3|162| 54 |2022-01-03 09:07:00
SDCZ50|2|252| 126 |2022-01-03 03:42:00
A0405-0002|2|166| 83 |2022-01-03 14:19:00
A0405-0003|2|108| 54 |2022-01-03 16:57:00
A0403-0012|2|70| 35 |2022-01-03 04:30:00
A0002|1|1000| 1000 |2022-01-03 18:16:00
A0405-0002|1|83| 83 |2022-01-03 09:31:00
PROGEN-S-0010|2|428| 214 |2022-01-03 14:09:00
PDA14S|3|2379| 793 |2022-01-03 03:25:00
DX-120ST|3|1764| 588 |2022-01-03 19:35:00
A0405-0001|1|128| 128 |2022-01-03 09:52:00
PROGEN-L-0012|1|214| 214 |2022-01-03 18:32:00
A0403-0012|3|105| 35 |2022-01-03 20:15:00
A0403-0013|1|55| 55 |2022-01-03 19:10:00
A0405-0003|1|54| 54 |2022-01-03 07:11:00
PROGEN-M-0011|3|642| 214 |2022-01-03 15:46:00
A0405-0002|3|249| 83 |2022-01-03 12:24:00
SL36200BL|2|130| 65 |2022-01-03 20:57:00
A0405-0003|1|54| 54 |2022-01-03 06:29:00
A0405-0003|3|162| 54 |2022-01-03 13:02:00
A0403-0013|3|165| 55 |2022-01-03 02:18:00
A0405-0002|3|249| 83 |2022-01-03 09:28:00
A0405-0003|1|54| 54 |2022-01-03 18:39:00
SDCZ50|1|126| 126 |2022-01-03 20:51:00
A0403-0011|3|48| 16 |2022-01-03 07:48:00
CC0904-0003|2|174| 87 |2022-01-03 09:55:00
CC0904-0002|2|280| 140 |2022-01-03 08:30:00
A0001|2|7000| 3500 |2022-01-03 05:44:00
A0405-0001|3|384| 128 |2022-01-03 06:25:00
PDA14S|2|1586| 793 |2022-01-03 20:22:00
CC0904-0003|2|174| 87 |2022-01-03 19:52:00
CC0904-0002|3|420| 140 |2022-01-03 02:56:00
SDCZ50|1|126| 126 |2022-01-03 06:03:00
CC0904-0003|1|87| 87 |2022-01-03 13:05:00
PP0101-0050|1|113| 113 |2022-01-03 09:23:00
PP0101-0050|3|339| 113 |2022-01-03 03:36:00
PROGEN-S-0010|2|428| 214 |2022-01-03 21:50:00
A0403-0011|1|16| 16 |2022-01-03 17:44:00
A0403-0012|3|105| 35 |2022-01-03 01:52:00
PROGEN-S-0010|3|642| 214 |2022-01-03 01:59:00
PP0101-0003|1|199| 199 |2022-01-03 21:32:00
A0403-0011|3|48| 16 |2022-01-03 02:50:00
A0405-0001|1|128| 128 |2022-01-03 06:00:00
A0403-0013|1|55| 55 |2022-01-03 21:31:00
A0405-0002|3|249| 83 |2022-01-03 10:47:00
A0403-0012|3|105| 35 |2022-01-03 20:41:00
SDCZ50|1|126| 126 |2022-01-03 10:00:00
A0403-0011|1|16| 16 |2022-01-03 16:10:00
PROGEN-M-0011|2|428| 214 |2022-01-03 20:01:00
PDA14S|3|2379| 793 |2022-01-03 17:00:00
A0403-0013|3|165| 55 |2022-01-03 20:19:00
CC0904-0003|2|174| 87 |2022-01-03 16:50:00
PROGEN-L-0012|2|428| 214 |2022-01-03 05:16:00
A0403-0014|3|270| 90 |2022-01-03 06:15:00
A0405-0001|1|128| 128 |2022-01-03 01:28:00
A0002|1|1000| 1000 |2022-01-03 06:55:00
CC0904-0003|3|261| 87 |2022-01-03 04:40:00
A0405-0002|1|83| 83 |2022-01-03 12:06:00
A0405-0002|1|83| 83 |2022-01-03 17:33:00
PROGEN-M-0011|3|642| 214 |2022-01-03 05:40:00
PROGEN-S-0010|1|214| 214 |2022-01-03 04:04:00
A0405-0002|3|249| 83 |2022-01-03 11:12:00
PROGEN-L-0012|2|428| 214 |2022-01-03 19:55:00
SDCZ50|1|126| 126 |2022-01-03 20:15:00
SDCZ50|1|126| 126 |2022-01-03 15:39:00
PROGEN-L-0012|1|214| 214 |2022-01-03 20:11:00
SL36200BL|2|130| 65 |2022-01-03 12:32:00
PP0101-0003|1|199| 199 |2022-01-03 15:29:00
CC0904-0003|1|87| 87 |2022-01-03 18:58:00
PP0101-0050|2|226| 113 |2022-01-03 08:48:00
CC0904-0002|1|140| 140 |2022-01-03 20:55:00
A0001|1|3500| 3500 |2022-01-03 04:33:00
CC0904-0003|2|174| 87 |2022-01-03 08:59:00
PP0101-0050|2|226| 113 |2022-01-03 19:38:00
A0002|2|2000| 1000 |2022-01-03 11:47:00
CC0904-0002|2|280| 140 |2022-01-03 10:46:00
DX-120ST|1|588| 588 |2022-01-03 18:45:00
PROGEN-M-0011|1|214| 214 |2022-01-03 04:04:00
A0403-0011|3|48| 16 |2022-01-03 21:36:00
A0405-0001|3|384| 128 |2022-01-03 05:01:00
PROGEN-S-0010|2|428| 214 |2022-01-03 20:24:00
CC0904-0002|1|140| 140 |2022-01-03 20:08:00
PROGEN-M-0011|2|428| 214 |2022-01-03 18:49:00
A0403-0014|3|270| 90 |2022-01-03 02:16:00
PROGEN-S-0010|3|642| 214 |2022-01-03 19:14:00
SL36200BL|1|65| 65 |2022-01-03 01:59:00
PROGEN-M-0011|3|642| 214 |2022-01-03 17:17:00
CC0904-0003|2|174| 87 |2022-01-03 19:12:00
PROGEN-L-0012|2|428| 214 |2022-01-03 03:48:00
A0403-0011|2|32| 16 |2022-01-03 08:16:00
PROGEN-S-0010|2|428| 214 |2022-01-03 17:22:00
