product_code|qty|payment|price_per_unit|payment_date
A0001|1|3500| 3500 |2022-02-18 19:04:00
A0001|3|10500| 3500 |2022-02-18 09:10:00
PDA14S|3|2379| 793 |2022-02-18 16:53:00
A0405-0001|3|384| 128 |2022-02-18 05:48:00
A0405-0003|3|162| 54 |2022-02-18 13:45:00
A0403-0013|1|55| 55 |2022-02-18 05:43:00
CC0904-0002|1|140| 140 |2022-02-18 03:46:00
PROGEN-M-0011|3|642| 214 |2022-02-18 11:13:00
PROGEN-L-0012|1|214| 214 |2022-02-18 06:47:00
A0405-0002|1|83| 83 |2022-02-18 15:17:00
DX-120ST|1|588| 588 |2022-02-18 19:38:00
PP0101-0050|1|113| 113 |2022-02-18 13:35:00
SL36200BL|1|65| 65 |2022-02-18 02:23:00
A0001|2|7000| 3500 |2022-02-18 01:28:00
A0001|1|3500| 3500 |2022-02-18 14:55:00
A0405-0001|2|256| 128 |2022-02-18 19:52:00
A0403-0012|1|35| 35 |2022-02-18 07:01:00
A0405-0003|2|108| 54 |2022-02-18 19:53:00
PROGEN-S-0010|3|642| 214 |2022-02-18 01:00:00
PP0101-0050|1|113| 113 |2022-02-18 20:33:00
A0403-0013|2|110| 55 |2022-02-18 19:20:00
PDA14S|3|2379| 793 |2022-02-18 13:44:00
CC0904-0003|3|261| 87 |2022-02-18 07:11:00
A0403-0011|3|48| 16 |2022-02-18 17:21:00
PP0101-0050|1|113| 113 |2022-02-18 19:38:00
A0002|1|1000| 1000 |2022-02-18 17:45:00
A0405-0001|1|128| 128 |2022-02-18 16:45:00
PP0101-0003|3|597| 199 |2022-02-18 04:03:00
SDCZ50|3|378| 126 |2022-02-18 03:27:00
SL36200BL|1|65| 65 |2022-02-18 03:47:00
CC0904-0003|2|174| 87 |2022-02-18 06:56:00
PROGEN-L-0012|3|642| 214 |2022-02-18 09:25:00
DX-120ST|2|1176| 588 |2022-02-18 14:07:00
SDCZ50|1|126| 126 |2022-02-18 04:30:00
A0405-0001|1|128| 128 |2022-02-18 05:24:00
DX-120ST|2|1176| 588 |2022-02-18 17:15:00
PDA14S|1|793| 793 |2022-02-18 19:44:00
CC0904-0002|2|280| 140 |2022-02-18 04:02:00
PDA14S|3|2379| 793 |2022-02-18 08:55:00
PROGEN-L-0012|1|214| 214 |2022-02-18 12:27:00
PROGEN-M-0011|3|642| 214 |2022-02-18 16:57:00
A0403-0013|2|110| 55 |2022-02-18 04:47:00
A0405-0003|3|162| 54 |2022-02-18 05:35:00
DX-120ST|1|588| 588 |2022-02-18 20:10:00
A0001|3|10500| 3500 |2022-02-18 20:30:00
PROGEN-S-0010|1|214| 214 |2022-02-18 03:19:00
PP0101-0050|2|226| 113 |2022-02-18 08:37:00
A0403-0012|2|70| 35 |2022-02-18 15:59:00
SL36200BL|3|195| 65 |2022-02-18 12:33:00
A0403-0012|3|105| 35 |2022-02-18 16:31:00
A0002|3|3000| 1000 |2022-02-18 01:14:00
SL36200BL|1|65| 65 |2022-02-18 19:05:00
SDCZ50|2|252| 126 |2022-02-18 14:28:00
SDCZ50|1|126| 126 |2022-02-18 10:05:00
PROGEN-L-0012|1|214| 214 |2022-02-18 04:16:00
PDA14S|3|2379| 793 |2022-02-18 03:44:00
A0403-0011|3|48| 16 |2022-02-18 20:22:00
A0403-0014|1|90| 90 |2022-02-18 03:32:00
A0403-0014|3|270| 90 |2022-02-18 02:53:00
CC0904-0003|2|174| 87 |2022-02-18 18:56:00
A0403-0012|3|105| 35 |2022-02-18 21:37:00
A0403-0012|3|105| 35 |2022-02-18 21:03:00
A0403-0014|3|270| 90 |2022-02-18 20:19:00
A0001|1|3500| 3500 |2022-02-18 14:48:00
PDA14S|2|1586| 793 |2022-02-18 04:34:00
PP0101-0050|1|113| 113 |2022-02-18 19:20:00
A0403-0014|3|270| 90 |2022-02-18 15:45:00
A0403-0011|3|48| 16 |2022-02-18 07:36:00
A0002|3|3000| 1000 |2022-02-18 06:27:00
A0403-0011|3|48| 16 |2022-02-18 03:22:00
A0403-0012|3|105| 35 |2022-02-18 15:43:00
PP0101-0050|2|226| 113 |2022-02-18 10:53:00
SDCZ50|2|252| 126 |2022-02-18 12:27:00
CC0904-0002|1|140| 140 |2022-02-18 08:08:00
DX-120ST|2|1176| 588 |2022-02-18 19:35:00
PP0101-0050|2|226| 113 |2022-02-18 04:06:00
A0405-0002|1|83| 83 |2022-02-18 16:55:00
SL36200BL|3|195| 65 |2022-02-18 17:32:00
CC0904-0002|2|280| 140 |2022-02-18 21:12:00
PDA14S|1|793| 793 |2022-02-18 10:11:00
CC0904-0002|1|140| 140 |2022-02-18 15:03:00
SL36200BL|3|195| 65 |2022-02-18 07:31:00
A0403-0012|3|105| 35 |2022-02-18 05:40:00
A0403-0014|3|270| 90 |2022-02-18 19:19:00
A0403-0014|3|270| 90 |2022-02-18 01:38:00
PDA14S|3|2379| 793 |2022-02-18 02:08:00
A0002|3|3000| 1000 |2022-02-18 20:05:00
CC0904-0002|3|420| 140 |2022-02-18 21:35:00
PP0101-0003|3|597| 199 |2022-02-18 03:46:00
A0405-0002|2|166| 83 |2022-02-18 16:05:00
