product_code|qty|payment|price_per_unit|payment_date
SL36200BL|1|65| 65 |2022-03-06 05:22:00
A0403-0012|1|35| 35 |2022-03-06 18:38:00
PP0101-0003|3|597| 199 |2022-03-06 10:19:00
A0403-0012|2|70| 35 |2022-03-06 20:33:00
A0001|2|7000| 3500 |2022-03-06 01:00:00
PP0101-0050|3|339| 113 |2022-03-06 17:56:00
DX-120ST|2|1176| 588 |2022-03-06 13:29:00
PROGEN-S-0010|2|428| 214 |2022-03-06 11:15:00
A0403-0011|3|48| 16 |2022-03-06 19:44:00
PROGEN-L-0012|3|642| 214 |2022-03-06 06:04:00
A0403-0011|2|32| 16 |2022-03-06 06:50:00
CC0904-0003|1|87| 87 |2022-03-06 04:19:00
A0403-0011|1|16| 16 |2022-03-06 08:37:00
CC0904-0002|1|140| 140 |2022-03-06 06:42:00
A0405-0001|2|256| 128 |2022-03-06 15:43:00
PROGEN-S-0010|3|642| 214 |2022-03-06 07:46:00
CC0904-0002|1|140| 140 |2022-03-06 08:41:00
A0403-0011|1|16| 16 |2022-03-06 13:19:00
CC0904-0002|3|420| 140 |2022-03-06 08:33:00
A0403-0011|1|16| 16 |2022-03-06 04:10:00
A0405-0001|2|256| 128 |2022-03-06 18:49:00
SL36200BL|2|130| 65 |2022-03-06 15:26:00
A0001|2|7000| 3500 |2022-03-06 01:44:00
PP0101-0050|3|339| 113 |2022-03-06 12:27:00
PROGEN-L-0012|1|214| 214 |2022-03-06 15:55:00
A0403-0013|2|110| 55 |2022-03-06 20:55:00
PROGEN-S-0010|3|642| 214 |2022-03-06 08:51:00
A0001|3|10500| 3500 |2022-03-06 04:48:00
CC0904-0003|2|174| 87 |2022-03-06 21:09:00
PROGEN-L-0012|2|428| 214 |2022-03-06 07:34:00
PP0101-0050|3|339| 113 |2022-03-06 09:59:00
A0405-0001|3|384| 128 |2022-03-06 15:21:00
A0403-0012|2|70| 35 |2022-03-06 03:16:00
A0002|1|1000| 1000 |2022-03-06 12:38:00
SDCZ50|3|378| 126 |2022-03-06 09:38:00
PROGEN-M-0011|2|428| 214 |2022-03-06 21:16:00
PROGEN-M-0011|2|428| 214 |2022-03-06 17:16:00
A0001|1|3500| 3500 |2022-03-06 15:40:00
PP0101-0003|3|597| 199 |2022-03-06 16:06:00
A0403-0012|1|35| 35 |2022-03-06 04:54:00
A0403-0013|1|55| 55 |2022-03-06 03:09:00
DX-120ST|3|1764| 588 |2022-03-06 02:20:00
A0002|2|2000| 1000 |2022-03-06 14:53:00
PROGEN-L-0012|2|428| 214 |2022-03-06 14:56:00
CC0904-0002|1|140| 140 |2022-03-06 14:19:00
A0403-0011|3|48| 16 |2022-03-06 19:32:00
SL36200BL|3|195| 65 |2022-03-06 15:46:00
CC0904-0003|2|174| 87 |2022-03-06 03:46:00
PROGEN-L-0012|2|428| 214 |2022-03-06 07:58:00
A0403-0013|1|55| 55 |2022-03-06 03:25:00
CC0904-0002|2|280| 140 |2022-03-06 17:08:00
A0405-0003|3|162| 54 |2022-03-06 15:05:00
CC0904-0002|1|140| 140 |2022-03-06 08:10:00
PROGEN-M-0011|2|428| 214 |2022-03-06 01:00:00
CC0904-0003|2|174| 87 |2022-03-06 01:10:00
PP0101-0003|1|199| 199 |2022-03-06 03:07:00
A0403-0012|2|70| 35 |2022-03-06 15:00:00
DX-120ST|1|588| 588 |2022-03-06 16:14:00
A0403-0012|3|105| 35 |2022-03-06 15:23:00
