product_code|qty|payment|price_per_unit|payment_date
DX-120ST|2|1176| 588 |2022-01-30 05:39:00
PDA14S|2|1586| 793 |2022-01-30 20:20:00
A0403-0013|1|55| 55 |2022-01-30 07:03:00
PP0101-0050|1|113| 113 |2022-01-30 16:22:00
A0403-0014|3|270| 90 |2022-01-30 21:52:00
A0403-0012|1|35| 35 |2022-01-30 07:16:00
DX-120ST|1|588| 588 |2022-01-30 10:49:00
A0403-0011|3|48| 16 |2022-01-30 14:43:00
A0403-0013|3|165| 55 |2022-01-30 16:06:00
A0405-0002|1|83| 83 |2022-01-30 02:21:00
A0405-0001|1|128| 128 |2022-01-30 01:55:00
A0405-0002|2|166| 83 |2022-01-30 14:59:00
PROGEN-M-0011|1|214| 214 |2022-01-30 20:13:00
CC0904-0003|1|87| 87 |2022-01-30 09:29:00
DX-120ST|2|1176| 588 |2022-01-30 06:03:00
DX-120ST|3|1764| 588 |2022-01-30 21:47:00
A0405-0001|2|256| 128 |2022-01-30 16:39:00
A0403-0014|1|90| 90 |2022-01-30 06:12:00
A0002|1|1000| 1000 |2022-01-30 16:22:00
A0403-0014|3|270| 90 |2022-01-30 12:41:00
A0405-0003|1|54| 54 |2022-01-30 04:56:00
A0405-0001|2|256| 128 |2022-01-30 14:54:00
PROGEN-M-0011|1|214| 214 |2022-01-30 15:50:00
A0405-0001|1|128| 128 |2022-01-30 01:25:00
A0403-0014|2|180| 90 |2022-01-30 18:59:00
A0405-0003|1|54| 54 |2022-01-30 03:44:00
PP0101-0003|3|597| 199 |2022-01-30 20:21:00
PROGEN-M-0011|1|214| 214 |2022-01-30 15:58:00
SL36200BL|3|195| 65 |2022-01-30 07:24:00
PROGEN-L-0012|2|428| 214 |2022-01-30 11:32:00
PP0101-0003|2|398| 199 |2022-01-30 20:37:00
A0403-0013|1|55| 55 |2022-01-30 12:57:00
PP0101-0050|2|226| 113 |2022-01-30 18:38:00
PDA14S|2|1586| 793 |2022-01-30 02:12:00
CC0904-0002|3|420| 140 |2022-01-30 17:08:00
A0405-0002|1|83| 83 |2022-01-30 14:35:00
PP0101-0050|1|113| 113 |2022-01-30 12:02:00
SL36200BL|3|195| 65 |2022-01-30 19:17:00
A0405-0002|1|83| 83 |2022-01-30 07:17:00
CC0904-0003|2|174| 87 |2022-01-30 08:26:00
A0403-0012|1|35| 35 |2022-01-30 02:53:00
PROGEN-M-0011|1|214| 214 |2022-01-30 04:37:00
A0403-0011|1|16| 16 |2022-01-30 21:12:00
A0403-0011|3|48| 16 |2022-01-30 06:46:00
PROGEN-M-0011|2|428| 214 |2022-01-30 14:14:00
PP0101-0003|2|398| 199 |2022-01-30 19:28:00
PP0101-0003|1|199| 199 |2022-01-30 14:04:00
A0403-0013|2|110| 55 |2022-01-30 13:45:00
SL36200BL|1|65| 65 |2022-01-30 11:17:00
CC0904-0002|1|140| 140 |2022-01-30 07:01:00
A0403-0014|1|90| 90 |2022-01-30 02:22:00
A0405-0003|3|162| 54 |2022-01-30 17:27:00
PROGEN-M-0011|2|428| 214 |2022-01-30 03:45:00
A0405-0001|3|384| 128 |2022-01-30 04:12:00
A0405-0002|2|166| 83 |2022-01-30 11:58:00
PP0101-0003|1|199| 199 |2022-01-30 01:38:00
A0403-0011|1|16| 16 |2022-01-30 18:42:00
A0403-0012|1|35| 35 |2022-01-30 04:15:00
PROGEN-L-0012|3|642| 214 |2022-01-30 09:47:00
SDCZ50|3|378| 126 |2022-01-30 14:16:00
DX-120ST|2|1176| 588 |2022-01-30 14:37:00
PROGEN-L-0012|3|642| 214 |2022-01-30 06:16:00
PROGEN-L-0012|2|428| 214 |2022-01-30 08:43:00
PROGEN-S-0010|1|214| 214 |2022-01-30 20:16:00
A0403-0013|2|110| 55 |2022-01-30 18:33:00
A0002|3|3000| 1000 |2022-01-30 02:54:00
SL36200BL|2|130| 65 |2022-01-30 14:36:00
A0405-0002|3|249| 83 |2022-01-30 04:43:00
A0405-0001|2|256| 128 |2022-01-30 15:38:00
A0405-0001|3|384| 128 |2022-01-30 07:14:00
A0403-0012|2|70| 35 |2022-01-30 20:39:00
PROGEN-L-0012|3|642| 214 |2022-01-30 12:19:00
A0403-0012|3|105| 35 |2022-01-30 02:56:00
A0403-0013|2|110| 55 |2022-01-30 08:33:00
DX-120ST|3|1764| 588 |2022-01-30 03:05:00
SL36200BL|2|130| 65 |2022-01-30 18:46:00
PP0101-0050|3|339| 113 |2022-01-30 11:38:00
A0403-0013|3|165| 55 |2022-01-30 13:56:00
SDCZ50|2|252| 126 |2022-01-30 16:55:00
A0403-0012|2|70| 35 |2022-01-30 02:25:00
A0002|2|2000| 1000 |2022-01-30 03:27:00
PROGEN-M-0011|2|428| 214 |2022-01-30 07:48:00
PROGEN-M-0011|3|642| 214 |2022-01-30 03:14:00
CC0904-0002|3|420| 140 |2022-01-30 02:49:00
PROGEN-S-0010|1|214| 214 |2022-01-30 12:54:00
A0002|1|1000| 1000 |2022-01-30 09:15:00
PROGEN-S-0010|3|642| 214 |2022-01-30 19:24:00
PROGEN-L-0012|1|214| 214 |2022-01-30 05:40:00
SDCZ50|2|252| 126 |2022-01-30 11:42:00
A0405-0002|1|83| 83 |2022-01-30 07:15:00
SL36200BL|1|65| 65 |2022-01-30 16:41:00
A0002|3|3000| 1000 |2022-01-30 09:44:00
PROGEN-S-0010|2|428| 214 |2022-01-30 05:10:00
A0405-0003|1|54| 54 |2022-01-30 03:52:00
A0403-0012|1|35| 35 |2022-01-30 07:46:00
PP0101-0050|3|339| 113 |2022-01-30 13:33:00
CC0904-0003|3|261| 87 |2022-01-30 19:27:00
A0002|2|2000| 1000 |2022-01-30 02:51:00
PROGEN-S-0010|3|642| 214 |2022-01-30 12:19:00
A0001|2|7000| 3500 |2022-01-30 20:31:00
PP0101-0050|1|113| 113 |2022-01-30 09:47:00
PROGEN-S-0010|2|428| 214 |2022-01-30 02:45:00
A0403-0011|3|48| 16 |2022-01-30 03:01:00
A0403-0013|3|165| 55 |2022-01-30 09:12:00
CC0904-0003|3|261| 87 |2022-01-30 13:15:00
SDCZ50|1|126| 126 |2022-01-30 15:00:00
SDCZ50|3|378| 126 |2022-01-30 14:44:00
DX-120ST|2|1176| 588 |2022-01-30 20:15:00
A0403-0013|3|165| 55 |2022-01-30 12:13:00
A0405-0002|1|83| 83 |2022-01-30 01:20:00
A0405-0002|1|83| 83 |2022-01-30 15:12:00
PP0101-0050|2|226| 113 |2022-01-30 04:31:00
PROGEN-M-0011|2|428| 214 |2022-01-30 18:13:00
A0403-0013|3|165| 55 |2022-01-30 21:20:00
DX-120ST|1|588| 588 |2022-01-30 02:35:00
A0405-0003|3|162| 54 |2022-01-30 13:31:00
PROGEN-L-0012|2|428| 214 |2022-01-30 05:11:00
PROGEN-S-0010|3|642| 214 |2022-01-30 04:47:00
SL36200BL|2|130| 65 |2022-01-30 15:11:00
A0405-0001|2|256| 128 |2022-01-30 15:37:00
A0405-0001|2|256| 128 |2022-01-30 10:56:00
PROGEN-M-0011|3|642| 214 |2022-01-30 12:02:00
A0405-0002|1|83| 83 |2022-01-30 01:10:00
