product_code|qty|payment|price_per_unit|payment_date
PROGEN-M-0011|2|428| 214 |2022-03-23 19:48:00
PDA14S|2|1586| 793 |2022-03-23 01:55:00
A0403-0014|3|270| 90 |2022-03-23 07:28:00
DX-120ST|3|1764| 588 |2022-03-23 10:40:00
PROGEN-L-0012|1|214| 214 |2022-03-23 06:44:00
SDCZ50|2|252| 126 |2022-03-23 19:47:00
PROGEN-M-0011|2|428| 214 |2022-03-23 21:14:00
CC0904-0003|2|174| 87 |2022-03-23 06:45:00
A0403-0011|2|32| 16 |2022-03-23 09:22:00
A0002|3|3000| 1000 |2022-03-23 03:16:00
PROGEN-M-0011|1|214| 214 |2022-03-23 15:34:00
PROGEN-L-0012|2|428| 214 |2022-03-23 04:43:00
A0405-0002|2|166| 83 |2022-03-23 11:33:00
A0403-0013|2|110| 55 |2022-03-23 12:01:00
CC0904-0002|3|420| 140 |2022-03-23 07:52:00
SL36200BL|3|195| 65 |2022-03-23 08:57:00
A0403-0012|1|35| 35 |2022-03-23 03:34:00
A0403-0012|3|105| 35 |2022-03-23 15:50:00
A0403-0013|3|165| 55 |2022-03-23 07:08:00
PP0101-0003|1|199| 199 |2022-03-23 18:29:00
A0405-0001|2|256| 128 |2022-03-23 01:14:00
A0403-0013|3|165| 55 |2022-03-23 20:35:00
A0405-0002|2|166| 83 |2022-03-23 05:41:00
PROGEN-M-0011|3|642| 214 |2022-03-23 15:59:00
PDA14S|2|1586| 793 |2022-03-23 12:25:00
A0002|1|1000| 1000 |2022-03-23 21:32:00
A0405-0002|2|166| 83 |2022-03-23 06:19:00
PROGEN-M-0011|3|642| 214 |2022-03-23 01:02:00
A0403-0013|1|55| 55 |2022-03-23 11:34:00
PROGEN-S-0010|3|642| 214 |2022-03-23 06:55:00
PROGEN-L-0012|3|642| 214 |2022-03-23 13:32:00
PP0101-0050|1|113| 113 |2022-03-23 15:36:00
A0403-0012|2|70| 35 |2022-03-23 10:07:00
DX-120ST|2|1176| 588 |2022-03-23 12:16:00
A0405-0001|1|128| 128 |2022-03-23 07:24:00
A0405-0002|1|83| 83 |2022-03-23 16:36:00
PROGEN-L-0012|2|428| 214 |2022-03-23 03:54:00
SDCZ50|2|252| 126 |2022-03-23 08:23:00
A0405-0003|2|108| 54 |2022-03-23 18:48:00
DX-120ST|2|1176| 588 |2022-03-23 20:54:00
SDCZ50|3|378| 126 |2022-03-23 15:20:00
CC0904-0002|1|140| 140 |2022-03-23 07:29:00
A0403-0012|2|70| 35 |2022-03-23 14:31:00
A0403-0012|2|70| 35 |2022-03-23 18:13:00
A0405-0003|3|162| 54 |2022-03-23 01:18:00
A0403-0014|1|90| 90 |2022-03-23 15:30:00
PROGEN-M-0011|2|428| 214 |2022-03-23 13:10:00
CC0904-0003|3|261| 87 |2022-03-23 17:37:00
A0405-0001|3|384| 128 |2022-03-23 08:00:00
SL36200BL|2|130| 65 |2022-03-23 05:06:00
A0403-0012|1|35| 35 |2022-03-23 12:09:00
DX-120ST|3|1764| 588 |2022-03-23 06:56:00
SL36200BL|1|65| 65 |2022-03-23 03:49:00
A0405-0001|1|128| 128 |2022-03-23 12:03:00
PROGEN-M-0011|1|214| 214 |2022-03-23 04:25:00
A0403-0012|3|105| 35 |2022-03-23 10:49:00
CC0904-0002|3|420| 140 |2022-03-23 07:46:00
PDA14S|1|793| 793 |2022-03-23 12:38:00
SL36200BL|3|195| 65 |2022-03-23 11:24:00
A0405-0002|3|249| 83 |2022-03-23 03:30:00
PROGEN-M-0011|3|642| 214 |2022-03-23 01:53:00
PROGEN-M-0011|2|428| 214 |2022-03-23 06:06:00
SL36200BL|3|195| 65 |2022-03-23 04:16:00
PROGEN-L-0012|2|428| 214 |2022-03-23 02:24:00
DX-120ST|2|1176| 588 |2022-03-23 09:32:00
A0405-0002|2|166| 83 |2022-03-23 21:53:00
SL36200BL|3|195| 65 |2022-03-23 17:36:00
PROGEN-S-0010|3|642| 214 |2022-03-23 05:11:00
A0403-0012|1|35| 35 |2022-03-23 03:39:00
SL36200BL|2|130| 65 |2022-03-23 10:01:00
A0405-0001|2|256| 128 |2022-03-23 18:07:00
A0405-0001|1|128| 128 |2022-03-23 01:12:00
SL36200BL|1|65| 65 |2022-03-23 07:26:00
A0405-0003|1|54| 54 |2022-03-23 14:38:00
A0403-0014|2|180| 90 |2022-03-23 10:58:00
A0403-0012|1|35| 35 |2022-03-23 14:32:00
PROGEN-L-0012|3|642| 214 |2022-03-23 16:49:00
PROGEN-L-0012|2|428| 214 |2022-03-23 02:45:00
PROGEN-S-0010|3|642| 214 |2022-03-23 18:15:00
DX-120ST|2|1176| 588 |2022-03-23 17:35:00
CC0904-0002|1|140| 140 |2022-03-23 06:33:00
A0403-0013|3|165| 55 |2022-03-23 16:06:00
DX-120ST|3|1764| 588 |2022-03-23 01:48:00
PROGEN-L-0012|2|428| 214 |2022-03-23 04:28:00
A0405-0001|2|256| 128 |2022-03-23 13:44:00
A0405-0002|3|249| 83 |2022-03-23 18:08:00
CC0904-0003|1|87| 87 |2022-03-23 09:47:00
SL36200BL|3|195| 65 |2022-03-23 20:43:00
PP0101-0050|2|226| 113 |2022-03-23 11:18:00
PROGEN-M-0011|3|642| 214 |2022-03-23 04:19:00
PROGEN-S-0010|1|214| 214 |2022-03-23 03:24:00
PP0101-0003|3|597| 199 |2022-03-23 03:01:00
PROGEN-L-0012|3|642| 214 |2022-03-23 12:26:00
A0405-0001|1|128| 128 |2022-03-23 21:54:00
A0405-0002|2|166| 83 |2022-03-23 18:27:00
A0403-0011|1|16| 16 |2022-03-23 12:18:00
PROGEN-S-0010|1|214| 214 |2022-03-23 01:53:00
DX-120ST|3|1764| 588 |2022-03-23 14:20:00
PP0101-0050|2|226| 113 |2022-03-23 08:14:00
CC0904-0003|1|87| 87 |2022-03-23 13:55:00
