product_code|qty|payment|price_per_unit|payment_date
PP0101-0003|1|199| 199 |2022-02-10 18:13:00
A0001|2|7000| 3500 |2022-02-10 04:17:00
A0405-0002|3|249| 83 |2022-02-10 07:58:00
A0001|2|7000| 3500 |2022-02-10 06:49:00
A0405-0001|3|384| 128 |2022-02-10 02:47:00
A0001|2|7000| 3500 |2022-02-10 11:21:00
A0405-0001|3|384| 128 |2022-02-10 12:31:00
PP0101-0050|1|113| 113 |2022-02-10 16:43:00
A0405-0003|2|108| 54 |2022-02-10 08:20:00
A0403-0014|1|90| 90 |2022-02-10 21:32:00
A0403-0011|1|16| 16 |2022-02-10 12:12:00
PROGEN-S-0010|1|214| 214 |2022-02-10 14:46:00
A0405-0003|2|108| 54 |2022-02-10 03:22:00
A0403-0013|1|55| 55 |2022-02-10 04:29:00
A0001|1|3500| 3500 |2022-02-10 08:57:00
CC0904-0003|1|87| 87 |2022-02-10 19:10:00
A0405-0001|2|256| 128 |2022-02-10 19:22:00
CC0904-0003|1|87| 87 |2022-02-10 03:53:00
DX-120ST|3|1764| 588 |2022-02-10 15:51:00
A0405-0001|1|128| 128 |2022-02-10 14:41:00
SDCZ50|3|378| 126 |2022-02-10 18:49:00
SL36200BL|3|195| 65 |2022-02-10 13:06:00
PP0101-0003|3|597| 199 |2022-02-10 20:47:00
DX-120ST|2|1176| 588 |2022-02-10 15:01:00
PP0101-0050|3|339| 113 |2022-02-10 03:08:00
SL36200BL|3|195| 65 |2022-02-10 01:54:00
A0403-0013|2|110| 55 |2022-02-10 03:37:00
PP0101-0050|3|339| 113 |2022-02-10 10:48:00
PROGEN-S-0010|1|214| 214 |2022-02-10 14:37:00
PROGEN-S-0010|2|428| 214 |2022-02-10 16:18:00
PP0101-0003|3|597| 199 |2022-02-10 16:44:00
A0001|3|10500| 3500 |2022-02-10 13:10:00
PROGEN-S-0010|3|642| 214 |2022-02-10 09:32:00
A0405-0001|2|256| 128 |2022-02-10 09:44:00
PP0101-0003|1|199| 199 |2022-02-10 11:42:00
CC0904-0003|2|174| 87 |2022-02-10 05:49:00
PP0101-0003|3|597| 199 |2022-02-10 09:06:00
A0001|2|7000| 3500 |2022-02-10 17:18:00
A0403-0014|2|180| 90 |2022-02-10 18:51:00
A0403-0011|3|48| 16 |2022-02-10 19:06:00
PP0101-0050|3|339| 113 |2022-02-10 11:38:00
SL36200BL|3|195| 65 |2022-02-10 15:30:00
A0403-0014|3|270| 90 |2022-02-10 10:41:00
A0403-0013|3|165| 55 |2022-02-10 17:56:00
SDCZ50|2|252| 126 |2022-02-10 18:05:00
PROGEN-M-0011|2|428| 214 |2022-02-10 18:16:00
PDA14S|1|793| 793 |2022-02-10 04:26:00
A0405-0003|2|108| 54 |2022-02-10 03:35:00
A0002|1|1000| 1000 |2022-02-10 01:44:00
SL36200BL|2|130| 65 |2022-02-10 14:58:00
A0403-0012|3|105| 35 |2022-02-10 05:44:00
A0403-0012|2|70| 35 |2022-02-10 17:05:00
A0403-0014|1|90| 90 |2022-02-10 18:36:00
A0405-0001|2|256| 128 |2022-02-10 10:26:00
PROGEN-M-0011|1|214| 214 |2022-02-10 07:26:00
SL36200BL|1|65| 65 |2022-02-10 03:08:00
A0405-0003|2|108| 54 |2022-02-10 10:07:00
A0405-0003|3|162| 54 |2022-02-10 04:05:00
A0001|1|3500| 3500 |2022-02-10 14:31:00
PROGEN-L-0012|2|428| 214 |2022-02-10 12:13:00
A0403-0011|1|16| 16 |2022-02-10 14:50:00
A0002|2|2000| 1000 |2022-02-10 21:12:00
A0002|3|3000| 1000 |2022-02-10 01:56:00
SL36200BL|3|195| 65 |2022-02-10 13:05:00
A0403-0013|1|55| 55 |2022-02-10 20:16:00
PROGEN-S-0010|1|214| 214 |2022-02-10 15:34:00
PROGEN-M-0011|1|214| 214 |2022-02-10 04:17:00
PP0101-0003|1|199| 199 |2022-02-10 10:10:00
A0002|3|3000| 1000 |2022-02-10 20:25:00
PP0101-0050|1|113| 113 |2022-02-10 13:05:00
SDCZ50|2|252| 126 |2022-02-10 06:31:00
A0002|2|2000| 1000 |2022-02-10 18:10:00
DX-120ST|2|1176| 588 |2022-02-10 20:49:00
A0403-0014|2|180| 90 |2022-02-10 07:32:00
A0403-0013|1|55| 55 |2022-02-10 13:27:00
SDCZ50|3|378| 126 |2022-02-10 03:17:00
CC0904-0002|3|420| 140 |2022-02-10 06:47:00
A0403-0014|3|270| 90 |2022-02-10 05:40:00
A0403-0013|2|110| 55 |2022-02-10 15:37:00
A0403-0013|2|110| 55 |2022-02-10 07:21:00
PDA14S|1|793| 793 |2022-02-10 08:13:00
CC0904-0002|1|140| 140 |2022-02-10 14:37:00
A0405-0003|3|162| 54 |2022-02-10 17:22:00
SDCZ50|1|126| 126 |2022-02-10 06:17:00
A0002|2|2000| 1000 |2022-02-10 04:00:00
SDCZ50|2|252| 126 |2022-02-10 17:18:00
SDCZ50|2|252| 126 |2022-02-10 14:18:00
CC0904-0003|1|87| 87 |2022-02-10 12:22:00
SL36200BL|1|65| 65 |2022-02-10 10:16:00
CC0904-0003|1|87| 87 |2022-02-10 05:05:00
A0405-0001|2|256| 128 |2022-02-10 13:49:00
PP0101-0050|1|113| 113 |2022-02-10 14:19:00
PROGEN-S-0010|1|214| 214 |2022-02-10 12:43:00
PDA14S|3|2379| 793 |2022-02-10 07:12:00
SDCZ50|2|252| 126 |2022-02-10 04:30:00
A0403-0014|3|270| 90 |2022-02-10 05:13:00
A0405-0001|1|128| 128 |2022-02-10 17:27:00
PROGEN-M-0011|3|642| 214 |2022-02-10 04:02:00
A0405-0003|2|108| 54 |2022-02-10 04:57:00
SL36200BL|2|130| 65 |2022-02-10 05:24:00
CC0904-0003|3|261| 87 |2022-02-10 08:09:00
A0405-0003|2|108| 54 |2022-02-10 08:38:00
CC0904-0003|3|261| 87 |2022-02-10 12:20:00
SDCZ50|3|378| 126 |2022-02-10 07:27:00
PDA14S|2|1586| 793 |2022-02-10 08:37:00
A0405-0003|3|162| 54 |2022-02-10 14:01:00
A0403-0012|1|35| 35 |2022-02-10 21:41:00
A0403-0013|1|55| 55 |2022-02-10 01:55:00
A0002|1|1000| 1000 |2022-02-10 13:22:00
SDCZ50|1|126| 126 |2022-02-10 10:36:00
PP0101-0003|1|199| 199 |2022-02-10 10:39:00
A0405-0002|1|83| 83 |2022-02-10 04:10:00
PROGEN-S-0010|2|428| 214 |2022-02-10 05:42:00
A0002|3|3000| 1000 |2022-02-10 08:52:00
A0403-0013|2|110| 55 |2022-02-10 21:32:00
PDA14S|1|793| 793 |2022-02-10 11:06:00
SDCZ50|2|252| 126 |2022-02-10 06:20:00
A0403-0014|2|180| 90 |2022-02-10 18:15:00
A0403-0012|2|70| 35 |2022-02-10 05:32:00
A0001|3|10500| 3500 |2022-02-10 15:40:00
PP0101-0050|2|226| 113 |2022-02-10 18:30:00
A0403-0011|2|32| 16 |2022-02-10 15:30:00
PP0101-0050|3|339| 113 |2022-02-10 13:27:00
A0405-0003|2|108| 54 |2022-02-10 01:11:00
PP0101-0050|2|226| 113 |2022-02-10 04:35:00
A0002|2|2000| 1000 |2022-02-10 07:46:00
A0403-0011|2|32| 16 |2022-02-10 06:28:00
CC0904-0003|2|174| 87 |2022-02-10 07:30:00
A0405-0001|1|128| 128 |2022-02-10 03:12:00
PP0101-0003|1|199| 199 |2022-02-10 06:06:00
A0405-0003|3|162| 54 |2022-02-10 20:01:00
A0403-0013|1|55| 55 |2022-02-10 09:22:00
SL36200BL|1|65| 65 |2022-02-10 17:36:00
A0403-0012|2|70| 35 |2022-02-10 16:45:00
PROGEN-L-0012|3|642| 214 |2022-02-10 14:13:00
A0403-0013|3|165| 55 |2022-02-10 20:15:00
A0403-0012|1|35| 35 |2022-02-10 06:53:00
CC0904-0003|2|174| 87 |2022-02-10 05:18:00
PP0101-0050|3|339| 113 |2022-02-10 09:30:00
A0403-0014|2|180| 90 |2022-02-10 20:04:00
A0403-0013|1|55| 55 |2022-02-10 10:10:00
PROGEN-S-0010|1|214| 214 |2022-02-10 07:05:00
A0403-0012|3|105| 35 |2022-02-10 04:54:00
A0403-0011|3|48| 16 |2022-02-10 16:11:00
A0403-0014|1|90| 90 |2022-02-10 13:44:00
PROGEN-L-0012|1|214| 214 |2022-02-10 04:08:00
A0001|1|3500| 3500 |2022-02-10 08:37:00
A0403-0011|2|32| 16 |2022-02-10 05:43:00
SL36200BL|1|65| 65 |2022-02-10 14:24:00
PP0101-0003|2|398| 199 |2022-02-10 18:06:00
A0001|1|3500| 3500 |2022-02-10 12:33:00
