product_code|qty|payment|price_per_unit|payment_date
PROGEN-S-0010|3|642| 214 |2022-01-13 13:16:00
DX-120ST|3|1764| 588 |2022-01-13 19:22:00
PROGEN-S-0010|3|642| 214 |2022-01-13 18:28:00
SDCZ50|1|126| 126 |2022-01-13 17:28:00
PROGEN-S-0010|1|214| 214 |2022-01-13 21:14:00
CC0904-0003|1|87| 87 |2022-01-13 16:15:00
A0001|2|7000| 3500 |2022-01-13 01:16:00
A0405-0002|2|166| 83 |2022-01-13 03:06:00
A0403-0011|2|32| 16 |2022-01-13 05:53:00
A0403-0012|2|70| 35 |2022-01-13 15:15:00
A0002|2|2000| 1000 |2022-01-13 11:50:00
PP0101-0050|1|113| 113 |2022-01-13 06:29:00
A0403-0014|1|90| 90 |2022-01-13 02:26:00
A0405-0002|1|83| 83 |2022-01-13 18:35:00
PROGEN-L-0012|3|642| 214 |2022-01-13 19:21:00
CC0904-0002|3|420| 140 |2022-01-13 14:59:00
PROGEN-M-0011|3|642| 214 |2022-01-13 18:30:00
A0405-0003|2|108| 54 |2022-01-13 20:17:00
A0403-0011|2|32| 16 |2022-01-13 19:59:00
PROGEN-S-0010|1|214| 214 |2022-01-13 17:55:00
PROGEN-S-0010|1|214| 214 |2022-01-13 11:43:00
A0403-0011|2|32| 16 |2022-01-13 05:21:00
PDA14S|3|2379| 793 |2022-01-13 02:13:00
CC0904-0003|3|261| 87 |2022-01-13 09:52:00
PROGEN-S-0010|1|214| 214 |2022-01-13 13:58:00
PP0101-0050|1|113| 113 |2022-01-13 21:54:00
PP0101-0050|1|113| 113 |2022-01-13 08:31:00
A0403-0011|3|48| 16 |2022-01-13 06:37:00
SL36200BL|3|195| 65 |2022-01-13 01:00:00
CC0904-0003|1|87| 87 |2022-01-13 15:49:00
SL36200BL|2|130| 65 |2022-01-13 08:04:00
PP0101-0050|1|113| 113 |2022-01-13 19:00:00
A0405-0001|1|128| 128 |2022-01-13 10:03:00
PROGEN-S-0010|3|642| 214 |2022-01-13 03:58:00
A0405-0003|3|162| 54 |2022-01-13 20:23:00
PDA14S|3|2379| 793 |2022-01-13 07:26:00
SDCZ50|1|126| 126 |2022-01-13 18:41:00
PP0101-0050|3|339| 113 |2022-01-13 17:33:00
DX-120ST|1|588| 588 |2022-01-13 19:16:00
A0002|3|3000| 1000 |2022-01-13 16:41:00
PDA14S|3|2379| 793 |2022-01-13 17:24:00
PROGEN-M-0011|3|642| 214 |2022-01-13 16:09:00
PP0101-0003|2|398| 199 |2022-01-13 03:34:00
PROGEN-M-0011|1|214| 214 |2022-01-13 19:37:00
SL36200BL|1|65| 65 |2022-01-13 04:24:00
A0405-0001|1|128| 128 |2022-01-13 20:00:00
PP0101-0050|2|226| 113 |2022-01-13 11:07:00
A0001|1|3500| 3500 |2022-01-13 10:52:00
SDCZ50|3|378| 126 |2022-01-13 10:45:00
PP0101-0003|2|398| 199 |2022-01-13 07:25:00
PROGEN-M-0011|2|428| 214 |2022-01-13 04:31:00
A0405-0001|2|256| 128 |2022-01-13 02:31:00
PDA14S|2|1586| 793 |2022-01-13 03:09:00
PROGEN-L-0012|1|214| 214 |2022-01-13 16:47:00
PP0101-0003|3|597| 199 |2022-01-13 03:15:00
A0001|2|7000| 3500 |2022-01-13 13:16:00
PROGEN-S-0010|2|428| 214 |2022-01-13 15:27:00
PROGEN-S-0010|3|642| 214 |2022-01-13 11:59:00
PDA14S|3|2379| 793 |2022-01-13 05:22:00
PDA14S|2|1586| 793 |2022-01-13 02:03:00
A0403-0013|1|55| 55 |2022-01-13 20:41:00
CC0904-0002|2|280| 140 |2022-01-13 13:58:00
A0403-0013|1|55| 55 |2022-01-13 18:44:00
CC0904-0002|3|420| 140 |2022-01-13 17:27:00
SDCZ50|2|252| 126 |2022-01-13 20:23:00
CC0904-0002|3|420| 140 |2022-01-13 07:22:00
PROGEN-L-0012|2|428| 214 |2022-01-13 03:27:00
PROGEN-L-0012|1|214| 214 |2022-01-13 14:44:00
PDA14S|1|793| 793 |2022-01-13 09:16:00
A0405-0002|2|166| 83 |2022-01-13 05:21:00
DX-120ST|2|1176| 588 |2022-01-13 06:40:00
SDCZ50|2|252| 126 |2022-01-13 06:08:00
PROGEN-L-0012|2|428| 214 |2022-01-13 21:58:00
PDA14S|2|1586| 793 |2022-01-13 11:04:00
PROGEN-M-0011|2|428| 214 |2022-01-13 20:48:00
CC0904-0003|1|87| 87 |2022-01-13 17:48:00
A0403-0011|3|48| 16 |2022-01-13 03:44:00
