product_code|qty|payment|price_per_unit|payment_date
PP0101-0003|1|199| 199 |2022-03-17 06:44:00
PROGEN-S-0010|1|214| 214 |2022-03-17 17:44:00
A0403-0012|2|70| 35 |2022-03-17 16:01:00
PROGEN-L-0012|3|642| 214 |2022-03-17 12:56:00
SDCZ50|1|126| 126 |2022-03-17 08:12:00
A0405-0002|3|249| 83 |2022-03-17 19:25:00
PROGEN-S-0010|1|214| 214 |2022-03-17 06:24:00
A0403-0013|1|55| 55 |2022-03-17 16:18:00
SL36200BL|2|130| 65 |2022-03-17 07:10:00
A0403-0013|3|165| 55 |2022-03-17 03:02:00
SL36200BL|1|65| 65 |2022-03-17 17:10:00
PDA14S|1|793| 793 |2022-03-17 12:42:00
A0405-0001|1|128| 128 |2022-03-17 08:16:00
A0405-0001|3|384| 128 |2022-03-17 19:38:00
A0403-0011|3|48| 16 |2022-03-17 09:02:00
CC0904-0003|1|87| 87 |2022-03-17 19:51:00
PROGEN-M-0011|2|428| 214 |2022-03-17 02:40:00
DX-120ST|3|1764| 588 |2022-03-17 19:06:00
A0405-0003|3|162| 54 |2022-03-17 19:17:00
DX-120ST|3|1764| 588 |2022-03-17 14:03:00
A0403-0012|2|70| 35 |2022-03-17 18:36:00
A0403-0012|2|70| 35 |2022-03-17 07:38:00
CC0904-0002|1|140| 140 |2022-03-17 04:10:00
A0403-0011|1|16| 16 |2022-03-17 06:11:00
A0403-0014|3|270| 90 |2022-03-17 05:59:00
SL36200BL|1|65| 65 |2022-03-17 07:29:00
PP0101-0003|3|597| 199 |2022-03-17 15:05:00
A0403-0012|2|70| 35 |2022-03-17 20:22:00
A0405-0002|1|83| 83 |2022-03-17 05:59:00
CC0904-0003|2|174| 87 |2022-03-17 07:30:00
PROGEN-M-0011|3|642| 214 |2022-03-17 18:42:00
PP0101-0050|1|113| 113 |2022-03-17 17:43:00
A0403-0012|1|35| 35 |2022-03-17 17:35:00
A0403-0011|2|32| 16 |2022-03-17 10:47:00
CC0904-0003|3|261| 87 |2022-03-17 21:06:00
PP0101-0003|3|597| 199 |2022-03-17 18:34:00
SL36200BL|1|65| 65 |2022-03-17 19:54:00
A0403-0011|2|32| 16 |2022-03-17 20:28:00
A0405-0002|3|249| 83 |2022-03-17 11:14:00
PROGEN-S-0010|1|214| 214 |2022-03-17 20:24:00
PDA14S|2|1586| 793 |2022-03-17 18:04:00
PROGEN-S-0010|2|428| 214 |2022-03-17 18:33:00
DX-120ST|1|588| 588 |2022-03-17 06:48:00
A0405-0002|1|83| 83 |2022-03-17 02:29:00
PROGEN-M-0011|1|214| 214 |2022-03-17 08:30:00
SDCZ50|2|252| 126 |2022-03-17 03:09:00
PP0101-0050|1|113| 113 |2022-03-17 07:34:00
PROGEN-S-0010|1|214| 214 |2022-03-17 06:52:00
SL36200BL|2|130| 65 |2022-03-17 10:05:00
SDCZ50|3|378| 126 |2022-03-17 01:57:00
PROGEN-S-0010|1|214| 214 |2022-03-17 15:49:00
PROGEN-L-0012|3|642| 214 |2022-03-17 15:50:00
A0001|3|10500| 3500 |2022-03-17 03:51:00
SDCZ50|2|252| 126 |2022-03-17 03:28:00
PROGEN-M-0011|2|428| 214 |2022-03-17 14:55:00
DX-120ST|2|1176| 588 |2022-03-17 18:23:00
A0403-0013|2|110| 55 |2022-03-17 08:22:00
A0405-0001|1|128| 128 |2022-03-17 16:57:00
A0403-0011|1|16| 16 |2022-03-17 02:10:00
CC0904-0002|1|140| 140 |2022-03-17 07:46:00
A0403-0013|1|55| 55 |2022-03-17 16:47:00
PROGEN-L-0012|1|214| 214 |2022-03-17 05:15:00
SDCZ50|1|126| 126 |2022-03-17 07:20:00
A0405-0003|2|108| 54 |2022-03-17 07:56:00
DX-120ST|1|588| 588 |2022-03-17 04:18:00
A0405-0001|2|256| 128 |2022-03-17 03:54:00
CC0904-0003|1|87| 87 |2022-03-17 03:12:00
PROGEN-M-0011|3|642| 214 |2022-03-17 12:11:00
CC0904-0002|2|280| 140 |2022-03-17 21:56:00
PROGEN-S-0010|2|428| 214 |2022-03-17 13:33:00
SL36200BL|2|130| 65 |2022-03-17 04:10:00
PROGEN-M-0011|1|214| 214 |2022-03-17 04:28:00
A0405-0003|1|54| 54 |2022-03-17 10:05:00
PP0101-0050|1|113| 113 |2022-03-17 16:31:00
A0405-0002|1|83| 83 |2022-03-17 07:25:00
A0405-0001|1|128| 128 |2022-03-17 05:44:00
CC0904-0002|3|420| 140 |2022-03-17 16:21:00
PROGEN-S-0010|3|642| 214 |2022-03-17 17:51:00
PP0101-0003|2|398| 199 |2022-03-17 18:19:00
PROGEN-L-0012|3|642| 214 |2022-03-17 14:30:00
A0405-0001|3|384| 128 |2022-03-17 05:17:00
PP0101-0050|1|113| 113 |2022-03-17 21:20:00
A0405-0003|2|108| 54 |2022-03-17 14:58:00
CC0904-0003|1|87| 87 |2022-03-17 18:29:00
A0403-0012|3|105| 35 |2022-03-17 11:14:00
PROGEN-L-0012|1|214| 214 |2022-03-17 09:23:00
A0002|3|3000| 1000 |2022-03-17 21:14:00
A0403-0012|1|35| 35 |2022-03-17 14:29:00
A0403-0012|2|70| 35 |2022-03-17 20:20:00
CC0904-0003|3|261| 87 |2022-03-17 08:31:00
PDA14S|1|793| 793 |2022-03-17 02:36:00
CC0904-0003|1|87| 87 |2022-03-17 06:16:00
PROGEN-L-0012|3|642| 214 |2022-03-17 19:31:00
