product_code|qty|payment|price_per_unit|payment_date
SDCZ50|1|126| 126 |2022-02-08 16:45:00
PP0101-0003|1|199| 199 |2022-02-08 11:08:00
A0403-0014|1|90| 90 |2022-02-08 07:03:00
SDCZ50|1|126| 126 |2022-02-08 19:23:00
CC0904-0002|2|280| 140 |2022-02-08 15:43:00
PROGEN-M-0011|2|428| 214 |2022-02-08 17:42:00
A0405-0001|3|384| 128 |2022-02-08 11:27:00
PDA14S|1|793| 793 |2022-02-08 10:16:00
A0001|3|10500| 3500 |2022-02-08 07:00:00
A0001|1|3500| 3500 |2022-02-08 20:52:00
PP0101-0050|3|339| 113 |2022-02-08 21:22:00
PROGEN-S-0010|3|642| 214 |2022-02-08 11:46:00
PROGEN-L-0012|3|642| 214 |2022-02-08 01:59:00
A0405-0001|1|128| 128 |2022-02-08 04:42:00
PP0101-0050|2|226| 113 |2022-02-08 10:16:00
CC0904-0002|3|420| 140 |2022-02-08 16:38:00
PROGEN-L-0012|3|642| 214 |2022-02-08 04:43:00
SL36200BL|3|195| 65 |2022-02-08 05:13:00
PROGEN-L-0012|1|214| 214 |2022-02-08 06:34:00
PROGEN-S-0010|2|428| 214 |2022-02-08 05:48:00
PROGEN-L-0012|2|428| 214 |2022-02-08 02:20:00
SL36200BL|2|130| 65 |2022-02-08 18:07:00
A0403-0013|3|165| 55 |2022-02-08 08:28:00
A0001|3|10500| 3500 |2022-02-08 15:36:00
A0001|2|7000| 3500 |2022-02-08 01:59:00
DX-120ST|2|1176| 588 |2022-02-08 03:56:00
CC0904-0002|1|140| 140 |2022-02-08 11:40:00
A0405-0002|3|249| 83 |2022-02-08 15:53:00
A0403-0012|2|70| 35 |2022-02-08 19:07:00
SDCZ50|1|126| 126 |2022-02-08 16:46:00
A0403-0013|3|165| 55 |2022-02-08 19:47:00
A0403-0014|3|270| 90 |2022-02-08 18:52:00
PROGEN-L-0012|2|428| 214 |2022-02-08 11:41:00
PP0101-0050|1|113| 113 |2022-02-08 11:02:00
A0405-0003|3|162| 54 |2022-02-08 15:12:00
A0001|1|3500| 3500 |2022-02-08 14:37:00
CC0904-0003|2|174| 87 |2022-02-08 02:02:00
A0403-0012|2|70| 35 |2022-02-08 20:26:00
SL36200BL|1|65| 65 |2022-02-08 16:41:00
DX-120ST|3|1764| 588 |2022-02-08 15:06:00
DX-120ST|1|588| 588 |2022-02-08 10:21:00
PDA14S|1|793| 793 |2022-02-08 13:37:00
A0405-0001|3|384| 128 |2022-02-08 21:43:00
SL36200BL|1|65| 65 |2022-02-08 08:42:00
A0405-0001|3|384| 128 |2022-02-08 18:42:00
PDA14S|3|2379| 793 |2022-02-08 13:10:00
CC0904-0003|1|87| 87 |2022-02-08 05:01:00
CC0904-0002|3|420| 140 |2022-02-08 19:34:00
A0403-0011|2|32| 16 |2022-02-08 20:34:00
A0403-0013|3|165| 55 |2022-02-08 09:07:00
PROGEN-L-0012|1|214| 214 |2022-02-08 10:03:00
SL36200BL|3|195| 65 |2022-02-08 01:19:00
CC0904-0002|2|280| 140 |2022-02-08 04:10:00
CC0904-0002|2|280| 140 |2022-02-08 09:31:00
PROGEN-L-0012|2|428| 214 |2022-02-08 11:14:00
A0405-0001|3|384| 128 |2022-02-08 11:29:00
CC0904-0002|3|420| 140 |2022-02-08 10:09:00
PP0101-0050|3|339| 113 |2022-02-08 15:06:00
A0403-0013|2|110| 55 |2022-02-08 20:27:00
A0002|3|3000| 1000 |2022-02-08 20:26:00
PROGEN-L-0012|2|428| 214 |2022-02-08 21:00:00
A0001|2|7000| 3500 |2022-02-08 06:08:00
SDCZ50|1|126| 126 |2022-02-08 20:09:00
PP0101-0003|3|597| 199 |2022-02-08 03:19:00
PDA14S|1|793| 793 |2022-02-08 01:44:00
A0405-0002|1|83| 83 |2022-02-08 08:18:00
A0403-0013|2|110| 55 |2022-02-08 03:00:00
PP0101-0003|1|199| 199 |2022-02-08 05:01:00
CC0904-0003|1|87| 87 |2022-02-08 04:03:00
PROGEN-M-0011|3|642| 214 |2022-02-08 10:56:00
PDA14S|3|2379| 793 |2022-02-08 18:36:00
A0405-0001|3|384| 128 |2022-02-08 02:58:00
PROGEN-S-0010|1|214| 214 |2022-02-08 07:24:00
A0403-0014|2|180| 90 |2022-02-08 05:08:00
CC0904-0003|2|174| 87 |2022-02-08 03:21:00
PP0101-0003|3|597| 199 |2022-02-08 08:38:00
A0403-0014|1|90| 90 |2022-02-08 10:24:00
A0001|3|10500| 3500 |2022-02-08 06:07:00
CC0904-0002|1|140| 140 |2022-02-08 05:05:00
PP0101-0003|3|597| 199 |2022-02-08 01:17:00
