product_code|qty|payment|price_per_unit|payment_date
A0002|3|3000| 1000 |2022-01-17 21:58:00
A0403-0014|2|180| 90 |2022-01-17 19:01:00
CC0904-0002|3|420| 140 |2022-01-17 20:06:00
A0403-0013|2|110| 55 |2022-01-17 04:31:00
CC0904-0002|2|280| 140 |2022-01-17 11:31:00
A0403-0014|3|270| 90 |2022-01-17 12:48:00
A0405-0002|1|83| 83 |2022-01-17 04:03:00
PROGEN-L-0012|1|214| 214 |2022-01-17 21:45:00
CC0904-0003|1|87| 87 |2022-01-17 09:20:00
A0405-0002|2|166| 83 |2022-01-17 02:45:00
A0403-0012|2|70| 35 |2022-01-17 10:47:00
PP0101-0050|3|339| 113 |2022-01-17 19:34:00
A0405-0003|3|162| 54 |2022-01-17 14:39:00
CC0904-0003|2|174| 87 |2022-01-17 10:49:00
CC0904-0002|1|140| 140 |2022-01-17 06:03:00
SL36200BL|1|65| 65 |2022-01-17 06:51:00
A0403-0011|3|48| 16 |2022-01-17 13:30:00
PDA14S|2|1586| 793 |2022-01-17 09:29:00
DX-120ST|2|1176| 588 |2022-01-17 03:06:00
PP0101-0050|1|113| 113 |2022-01-17 09:19:00
PDA14S|1|793| 793 |2022-01-17 21:16:00
A0403-0013|1|55| 55 |2022-01-17 08:48:00
A0405-0002|2|166| 83 |2022-01-17 12:51:00
PROGEN-L-0012|3|642| 214 |2022-01-17 07:36:00
SL36200BL|2|130| 65 |2022-01-17 19:30:00
PROGEN-L-0012|3|642| 214 |2022-01-17 17:24:00
A0403-0014|3|270| 90 |2022-01-17 17:33:00
CC0904-0002|2|280| 140 |2022-01-17 15:25:00
PP0101-0003|2|398| 199 |2022-01-17 16:18:00
PROGEN-S-0010|1|214| 214 |2022-01-17 11:15:00
CC0904-0003|3|261| 87 |2022-01-17 18:13:00
A0405-0001|1|128| 128 |2022-01-17 20:13:00
A0403-0011|2|32| 16 |2022-01-17 19:48:00
CC0904-0002|1|140| 140 |2022-01-17 14:24:00
A0403-0012|3|105| 35 |2022-01-17 02:54:00
A0001|1|3500| 3500 |2022-01-17 09:30:00
A0403-0014|1|90| 90 |2022-01-17 07:50:00
A0405-0003|2|108| 54 |2022-01-17 05:50:00
PP0101-0050|1|113| 113 |2022-01-17 05:32:00
PP0101-0050|3|339| 113 |2022-01-17 21:11:00
A0403-0013|1|55| 55 |2022-01-17 08:50:00
A0405-0003|1|54| 54 |2022-01-17 01:17:00
A0403-0012|2|70| 35 |2022-01-17 16:04:00
PROGEN-S-0010|1|214| 214 |2022-01-17 08:00:00
A0403-0013|2|110| 55 |2022-01-17 11:07:00
A0405-0003|2|108| 54 |2022-01-17 04:50:00
CC0904-0002|2|280| 140 |2022-01-17 20:01:00
PROGEN-S-0010|2|428| 214 |2022-01-17 01:41:00
A0405-0001|1|128| 128 |2022-01-17 02:25:00
A0405-0001|3|384| 128 |2022-01-17 09:44:00
A0403-0013|3|165| 55 |2022-01-17 03:49:00
A0403-0011|2|32| 16 |2022-01-17 04:11:00
A0405-0002|3|249| 83 |2022-01-17 15:18:00
A0403-0011|1|16| 16 |2022-01-17 19:05:00
A0405-0002|3|249| 83 |2022-01-17 09:47:00
PROGEN-M-0011|3|642| 214 |2022-01-17 14:24:00
PP0101-0050|2|226| 113 |2022-01-17 11:46:00
PDA14S|2|1586| 793 |2022-01-17 04:05:00
A0403-0014|3|270| 90 |2022-01-17 18:51:00
PROGEN-S-0010|1|214| 214 |2022-01-17 01:15:00
PP0101-0003|1|199| 199 |2022-01-17 03:45:00
