product_code|qty|payment|price_per_unit|payment_date
A0405-0003|1|54| 54 |2022-01-19 06:38:00
SDCZ50|2|252| 126 |2022-01-19 14:17:00
A0405-0003|1|54| 54 |2022-01-19 13:33:00
PDA14S|1|793| 793 |2022-01-19 11:40:00
A0403-0011|2|32| 16 |2022-01-19 11:11:00
CC0904-0002|3|420| 140 |2022-01-19 12:04:00
PROGEN-M-0011|3|642| 214 |2022-01-19 11:31:00
A0002|2|2000| 1000 |2022-01-19 17:53:00
A0405-0003|1|54| 54 |2022-01-19 10:55:00
A0405-0003|1|54| 54 |2022-01-19 13:37:00
PROGEN-S-0010|1|214| 214 |2022-01-19 02:30:00
A0001|1|3500| 3500 |2022-01-19 20:26:00
SDCZ50|2|252| 126 |2022-01-19 10:52:00
DX-120ST|3|1764| 588 |2022-01-19 06:29:00
DX-120ST|1|588| 588 |2022-01-19 16:35:00
A0403-0014|1|90| 90 |2022-01-19 16:37:00
SL36200BL|2|130| 65 |2022-01-19 13:12:00
A0405-0001|1|128| 128 |2022-01-19 01:09:00
PP0101-0050|1|113| 113 |2022-01-19 18:41:00
A0403-0012|3|105| 35 |2022-01-19 13:42:00
SL36200BL|3|195| 65 |2022-01-19 14:44:00
A0403-0011|3|48| 16 |2022-01-19 12:28:00
A0002|1|1000| 1000 |2022-01-19 11:22:00
PROGEN-M-0011|1|214| 214 |2022-01-19 19:58:00
A0405-0003|3|162| 54 |2022-01-19 16:25:00
PDA14S|2|1586| 793 |2022-01-19 17:41:00
DX-120ST|2|1176| 588 |2022-01-19 19:11:00
A0403-0013|2|110| 55 |2022-01-19 16:14:00
A0405-0001|3|384| 128 |2022-01-19 21:22:00
A0405-0003|1|54| 54 |2022-01-19 15:27:00
SDCZ50|2|252| 126 |2022-01-19 01:09:00
DX-120ST|1|588| 588 |2022-01-19 15:10:00
A0405-0002|1|83| 83 |2022-01-19 17:51:00
PROGEN-M-0011|3|642| 214 |2022-01-19 04:28:00
CC0904-0003|2|174| 87 |2022-01-19 18:32:00
A0403-0014|2|180| 90 |2022-01-19 13:26:00
PROGEN-L-0012|3|642| 214 |2022-01-19 12:56:00
A0403-0014|1|90| 90 |2022-01-19 13:58:00
PDA14S|2|1586| 793 |2022-01-19 18:24:00
PROGEN-L-0012|2|428| 214 |2022-01-19 04:11:00
SDCZ50|1|126| 126 |2022-01-19 02:24:00
PP0101-0003|2|398| 199 |2022-01-19 20:15:00
PROGEN-M-0011|2|428| 214 |2022-01-19 01:36:00
A0403-0012|3|105| 35 |2022-01-19 20:34:00
A0405-0003|2|108| 54 |2022-01-19 16:05:00
PDA14S|1|793| 793 |2022-01-19 20:59:00
A0403-0011|3|48| 16 |2022-01-19 16:34:00
CC0904-0003|1|87| 87 |2022-01-19 18:41:00
A0405-0003|3|162| 54 |2022-01-19 09:23:00
PROGEN-M-0011|1|214| 214 |2022-01-19 18:14:00
PROGEN-S-0010|3|642| 214 |2022-01-19 16:33:00
PROGEN-L-0012|3|642| 214 |2022-01-19 13:23:00
CC0904-0003|3|261| 87 |2022-01-19 21:41:00
A0001|3|10500| 3500 |2022-01-19 02:54:00
PROGEN-S-0010|1|214| 214 |2022-01-19 09:53:00
SDCZ50|3|378| 126 |2022-01-19 03:32:00
SL36200BL|1|65| 65 |2022-01-19 14:19:00
A0403-0013|2|110| 55 |2022-01-19 20:32:00
PROGEN-L-0012|3|642| 214 |2022-01-19 16:47:00
A0403-0012|2|70| 35 |2022-01-19 11:06:00
CC0904-0002|1|140| 140 |2022-01-19 03:53:00
A0405-0001|2|256| 128 |2022-01-19 13:57:00
PROGEN-L-0012|2|428| 214 |2022-01-19 21:27:00
A0405-0002|3|249| 83 |2022-01-19 21:29:00
A0403-0014|3|270| 90 |2022-01-19 16:29:00
A0403-0012|3|105| 35 |2022-01-19 03:45:00
SL36200BL|1|65| 65 |2022-01-19 03:56:00
CC0904-0003|1|87| 87 |2022-01-19 20:14:00
PROGEN-S-0010|1|214| 214 |2022-01-19 10:56:00
PROGEN-L-0012|3|642| 214 |2022-01-19 10:42:00
A0405-0002|3|249| 83 |2022-01-19 09:15:00
A0403-0013|2|110| 55 |2022-01-19 01:29:00
SDCZ50|3|378| 126 |2022-01-19 02:44:00
A0403-0012|3|105| 35 |2022-01-19 19:34:00
A0405-0003|2|108| 54 |2022-01-19 15:04:00
