product_code|qty|payment|price_per_unit|payment_date
A0403-0011|2|32| 16 |2022-03-28 03:16:00
PDA14S|3|2379| 793 |2022-03-28 17:05:00
DX-120ST|2|1176| 588 |2022-03-28 19:29:00
DX-120ST|2|1176| 588 |2022-03-28 16:01:00
PP0101-0050|2|226| 113 |2022-03-28 20:23:00
A0405-0002|3|249| 83 |2022-03-28 01:39:00
A0405-0002|1|83| 83 |2022-03-28 10:26:00
PROGEN-L-0012|2|428| 214 |2022-03-28 19:19:00
A0403-0014|1|90| 90 |2022-03-28 16:28:00
SDCZ50|2|252| 126 |2022-03-28 02:56:00
PP0101-0050|3|339| 113 |2022-03-28 03:07:00
A0403-0014|3|270| 90 |2022-03-28 10:30:00
A0405-0002|2|166| 83 |2022-03-28 20:00:00
A0405-0002|1|83| 83 |2022-03-28 20:38:00
A0405-0001|1|128| 128 |2022-03-28 01:38:00
CC0904-0002|3|420| 140 |2022-03-28 01:25:00
PROGEN-L-0012|3|642| 214 |2022-03-28 17:31:00
PP0101-0003|1|199| 199 |2022-03-28 13:49:00
CC0904-0002|1|140| 140 |2022-03-28 06:30:00
CC0904-0003|3|261| 87 |2022-03-28 03:43:00
PROGEN-M-0011|1|214| 214 |2022-03-28 17:04:00
A0403-0013|3|165| 55 |2022-03-28 06:30:00
PP0101-0050|1|113| 113 |2022-03-28 19:17:00
PROGEN-L-0012|3|642| 214 |2022-03-28 06:13:00
A0403-0014|1|90| 90 |2022-03-28 03:10:00
A0403-0013|3|165| 55 |2022-03-28 14:27:00
A0002|2|2000| 1000 |2022-03-28 15:39:00
PROGEN-L-0012|3|642| 214 |2022-03-28 20:27:00
PROGEN-L-0012|1|214| 214 |2022-03-28 19:50:00
CC0904-0003|1|87| 87 |2022-03-28 01:15:00
SL36200BL|2|130| 65 |2022-03-28 11:14:00
A0403-0012|3|105| 35 |2022-03-28 03:44:00
SDCZ50|3|378| 126 |2022-03-28 07:52:00
