product_code|qty|payment|price_per_unit|payment_date
PROGEN-M-0011|2|428| 214 |2022-02-23 12:37:00
PDA14S|3|2379| 793 |2022-02-23 07:21:00
A0001|2|7000| 3500 |2022-02-23 21:47:00
PROGEN-M-0011|3|642| 214 |2022-02-23 01:22:00
SL36200BL|3|195| 65 |2022-02-23 15:58:00
A0405-0001|3|384| 128 |2022-02-23 15:11:00
PDA14S|3|2379| 793 |2022-02-23 18:13:00
PROGEN-S-0010|3|642| 214 |2022-02-23 04:04:00
A0002|2|2000| 1000 |2022-02-23 18:22:00
A0403-0014|2|180| 90 |2022-02-23 12:38:00
A0001|1|3500| 3500 |2022-02-23 06:11:00
A0403-0012|2|70| 35 |2022-02-23 06:06:00
CC0904-0003|3|261| 87 |2022-02-23 18:57:00
A0405-0002|3|249| 83 |2022-02-23 01:07:00
A0002|1|1000| 1000 |2022-02-23 11:15:00
A0405-0002|1|83| 83 |2022-02-23 14:33:00
A0403-0013|3|165| 55 |2022-02-23 19:51:00
SDCZ50|3|378| 126 |2022-02-23 09:07:00
A0001|1|3500| 3500 |2022-02-23 17:41:00
CC0904-0002|1|140| 140 |2022-02-23 11:23:00
PROGEN-L-0012|1|214| 214 |2022-02-23 19:15:00
PROGEN-L-0012|3|642| 214 |2022-02-23 17:15:00
PP0101-0050|3|339| 113 |2022-02-23 01:15:00
A0403-0013|2|110| 55 |2022-02-23 10:35:00
A0405-0001|2|256| 128 |2022-02-23 03:36:00
A0403-0012|2|70| 35 |2022-02-23 01:58:00
PP0101-0003|2|398| 199 |2022-02-23 10:35:00
CC0904-0002|3|420| 140 |2022-02-23 16:57:00
PROGEN-S-0010|3|642| 214 |2022-02-23 08:17:00
A0405-0003|1|54| 54 |2022-02-23 07:27:00
PP0101-0003|2|398| 199 |2022-02-23 07:27:00
A0405-0002|3|249| 83 |2022-02-23 09:09:00
A0403-0014|1|90| 90 |2022-02-23 02:20:00
PROGEN-S-0010|2|428| 214 |2022-02-23 07:08:00
SDCZ50|3|378| 126 |2022-02-23 10:04:00
A0405-0002|2|166| 83 |2022-02-23 15:47:00
CC0904-0002|3|420| 140 |2022-02-23 12:40:00
A0403-0011|2|32| 16 |2022-02-23 11:07:00
PROGEN-L-0012|2|428| 214 |2022-02-23 12:15:00
CC0904-0003|2|174| 87 |2022-02-23 10:04:00
PROGEN-L-0012|2|428| 214 |2022-02-23 06:17:00
PROGEN-M-0011|2|428| 214 |2022-02-23 03:27:00
A0405-0002|1|83| 83 |2022-02-23 07:32:00
CC0904-0003|3|261| 87 |2022-02-23 10:53:00
A0405-0001|1|128| 128 |2022-02-23 08:53:00
A0405-0003|2|108| 54 |2022-02-23 15:59:00
PROGEN-L-0012|2|428| 214 |2022-02-23 14:40:00
PROGEN-S-0010|2|428| 214 |2022-02-23 12:15:00
A0403-0013|2|110| 55 |2022-02-23 09:57:00
A0405-0001|3|384| 128 |2022-02-23 15:14:00
CC0904-0003|2|174| 87 |2022-02-23 04:36:00
A0405-0001|1|128| 128 |2022-02-23 13:27:00
A0405-0001|2|256| 128 |2022-02-23 02:58:00
PP0101-0050|2|226| 113 |2022-02-23 04:15:00
A0405-0002|1|83| 83 |2022-02-23 13:01:00
A0403-0014|3|270| 90 |2022-02-23 15:59:00
PDA14S|2|1586| 793 |2022-02-23 17:11:00
A0403-0013|3|165| 55 |2022-02-23 10:34:00
SDCZ50|2|252| 126 |2022-02-23 05:01:00
A0403-0011|2|32| 16 |2022-02-23 06:32:00
SDCZ50|3|378| 126 |2022-02-23 04:22:00
PROGEN-S-0010|3|642| 214 |2022-02-23 13:27:00
A0403-0014|3|270| 90 |2022-02-23 20:08:00
A0403-0014|3|270| 90 |2022-02-23 20:42:00
A0405-0003|2|108| 54 |2022-02-23 14:15:00
PP0101-0003|1|199| 199 |2022-02-23 20:26:00
DX-120ST|1|588| 588 |2022-02-23 17:11:00
PROGEN-S-0010|2|428| 214 |2022-02-23 05:03:00
PP0101-0003|1|199| 199 |2022-02-23 12:04:00
A0403-0014|1|90| 90 |2022-02-23 02:37:00
A0405-0002|2|166| 83 |2022-02-23 03:27:00
DX-120ST|2|1176| 588 |2022-02-23 12:54:00
CC0904-0002|3|420| 140 |2022-02-23 06:55:00
A0001|1|3500| 3500 |2022-02-23 04:52:00
DX-120ST|2|1176| 588 |2022-02-23 19:36:00
PDA14S|1|793| 793 |2022-02-23 07:34:00
DX-120ST|1|588| 588 |2022-02-23 16:25:00
A0403-0014|1|90| 90 |2022-02-23 15:17:00
PP0101-0050|3|339| 113 |2022-02-23 16:38:00
A0403-0013|1|55| 55 |2022-02-23 16:29:00
PP0101-0050|3|339| 113 |2022-02-23 10:43:00
PP0101-0050|2|226| 113 |2022-02-23 09:13:00
A0403-0011|3|48| 16 |2022-02-23 09:23:00
PROGEN-L-0012|1|214| 214 |2022-02-23 15:32:00
A0403-0011|1|16| 16 |2022-02-23 20:22:00
A0403-0012|3|105| 35 |2022-02-23 03:59:00
PP0101-0050|1|113| 113 |2022-02-23 08:34:00
A0405-0002|3|249| 83 |2022-02-23 06:35:00
CC0904-0002|3|420| 140 |2022-02-23 19:34:00
A0001|1|3500| 3500 |2022-02-23 01:13:00
SL36200BL|3|195| 65 |2022-02-23 18:23:00
A0403-0013|2|110| 55 |2022-02-23 21:11:00
A0405-0001|2|256| 128 |2022-02-23 13:28:00
CC0904-0003|1|87| 87 |2022-02-23 21:49:00
PROGEN-S-0010|1|214| 214 |2022-02-23 02:07:00
DX-120ST|1|588| 588 |2022-02-23 08:34:00
PROGEN-S-0010|3|642| 214 |2022-02-23 01:01:00
PDA14S|3|2379| 793 |2022-02-23 02:45:00
A0403-0012|1|35| 35 |2022-02-23 09:25:00
PDA14S|1|793| 793 |2022-02-23 20:40:00
PDA14S|3|2379| 793 |2022-02-23 09:09:00
PP0101-0003|3|597| 199 |2022-02-23 15:22:00
PROGEN-S-0010|3|642| 214 |2022-02-23 02:03:00
SL36200BL|3|195| 65 |2022-02-23 19:34:00
DX-120ST|1|588| 588 |2022-02-23 04:17:00
A0405-0003|1|54| 54 |2022-02-23 11:36:00
SL36200BL|3|195| 65 |2022-02-23 19:38:00
A0405-0001|1|128| 128 |2022-02-23 17:45:00
A0403-0013|3|165| 55 |2022-02-23 18:22:00
